Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average
Hospital 899,Region 5,District 39,Instrument 1,3,3,3,3,4,3,6,5,5,7,5,5,52.00,4.33,4.50,7,3,9.00,10.00,16.00,17.00,3.00,3.33,5.33,5.67,19.00,3.17,33.00,5.14
Hospital 899,Region 5,District 39,Instrument 2,38,39,39,38,68,40,102,67,71,112,74,84,772.00,64.33,67.50,112,38,116.00,146.00,240.00,270.00,38.67,48.67,80.00,90.00,262.00,43.67,510.00,78.57
Hospital 899,Region 5,District 39,Instrument 4,4,4,4,4,4,4,4,4,4,4,4,4,48.00,4.00,4.00,4,4,12.00,12.00,12.00,12.00,4.00,4.00,4.00,4.00,24.00,4.00,24.00,4.00
Hospital 899,Region 5,District 4,Instrument 2,943,817,897,746,749,829,864,810,861,846,743,786,9891.00,824.25,823.00,943,743,2657.00,2324.00,2535.00,2375.00,885.67,774.67,845.00,791.67,4981.00,830.17,4910.00,819.86
Hospital 899,Region 5,District 40,Instrument 2,10763,10763,9959,8852,8852,8793,8831,9342,9342,9342,9342,9342,113523.00,9460.25,9342.00,10763,8793,31485.00,26497.00,27515.00,28026.00,10495.00,8832.33,9171.67,9342.00,57982.00,9663.67,55541.00,9190.57
Hospital 899,Region 5,District 41,Instrument 1,4,2,3,3,4,4,4,2,2,3,2,2,35.00,2.92,3.00,4,2,9.00,11.00,8.00,7.00,3.00,3.67,2.67,2.33,20.00,3.33,15.00,2.71
Hospital 899,Region 5,District 41,Instrument 2,288,288,431,372,394,412,883,1366,854,799,580,777,7444.00,620.33,505.50,1366,288,1007.00,1178.00,3103.00,2156.00,335.67,392.67,1034.33,718.67,2185.00,364.17,5259.00,810.14
Hospital 899,Region 5,District 41,Instrument 3,1199,1199,1174,1155,1074,1109,791,748,761,944,782,864,11800.00,983.33,1009.00,1199,748,3572.00,3338.00,2300.00,2590.00,1190.67,1112.67,766.67,863.33,6910.00,1151.67,4890.00,857.00
Hospital 899,Region 5,District 45,Instrument 2,107,140,125,107,99,137,224,142,143,145,144,125,1638.00,136.50,138.50,224,99,372.00,343.00,509.00,414.00,124.00,114.33,169.67,138.00,715.00,119.17,923.00,151.43
Hospital 899,Region 5,District 45,Instrument 3,0,0,0,0,31,0,0,0,0,0,0,0,31.00,2.58,0.00,31,0,0.00,31.00,0.00,0.00,0.00,10.33,0.00,0.00,31.00,5.17,0.00,0.00
Hospital 899,Region 5,District 46,Instrument 2,42,41,54,42,42,42,42,49,42,42,37,33,508.00,42.33,42.00,54,33,137.00,126.00,133.00,112.00,45.67,42.00,44.33,37.33,263.00,43.83,245.00,41.00
Hospital 899,Region 5,District 48,Instrument 1,1,2,2,2,1,3,4,3,3,2,1,1,25.00,2.08,2.00,4,1,5.00,6.00,10.00,4.00,1.67,2.00,3.33,1.33,11.00,1.83,14.00,2.43
Hospital 899,Region 5,District 48,Instrument 2,37,39,38,37,38,52,99,52,52,52,57,83,636.00,53.00,52.00,99,37,114.00,127.00,203.00,192.00,38.00,42.33,67.67,64.00,241.00,40.17,395.00,63.86
Hospital 899,Region 5,District 48,Instrument 3,32,32,32,32,32,0,0,0,0,0,0,0,160.00,13.33,0.00,32,0,96.00,64.00,0.00,0.00,32.00,21.33,0.00,0.00,160.00,26.67,0.00,0.00
Hospital 899,Region 5,District 52,Instrument 7,0,0,0,0,0,0,0,0,0,0,2911,1034,3945.00,328.75,0.00,2911,0,0.00,0.00,0.00,3945.00,0.00,0.00,0.00,1315.00,0.00,0.00,3945.00,563.57
Hospital 899,Region 5,District 6,Instrument 2,0,0,0,0,4461,5102,5400,5773,6305,4201,4721,5011,40974.00,3414.50,4591.00,6305,0,0.00,9563.00,17478.00,13933.00,0.00,3187.67,5826.00,4644.33,9563.00,1593.83,31411.00,5216.14
Hospital 899,Region 5,District 8,Instrument 1,7,5,3,3,1,0,0,0,0,0,0,0,19.00,1.58,0.00,7,0,15.00,4.00,0.00,0.00,5.00,1.33,0.00,0.00,19.00,3.17,0.00,0.00
Hospital 899,Region 5,District 8,Instrument 2,75,70,60,65,65,68,68,50,1,76,99,50,747.00,62.25,66.50,99,1,205.00,198.00,119.00,225.00,68.33,66.00,39.67,75.00,403.00,67.17,344.00,58.86
Hospital 9,Region 4,District 12,Instrument 2,119,137,111,121,111,113,110,125,132,140,115,6491,7825.00,652.08,120.00,6491,110,367.00,345.00,367.00,6746.00,122.33,115.00,122.33,2248.67,712.00,118.67,7113.00,1032.29
Hospital 9,Region 4,District 12,Instrument 3,88,88,88,88,88,88,88,88,88,88,88,0,968.00,80.67,88.00,88,0,264.00,264.00,264.00,176.00,88.00,88.00,88.00,58.67,528.00,88.00,440.00,75.43
Hospital 9,Region 4,District 12,Instrument 8,60675,55211,54182,108485,41863,37110,-158658,46109,72,40301,72751,0,358101.00,29841.75,43986.00,108485,-158658,170068.00,187458.00,-112477.00,113052.00,56689.33,62486.00,-37492.33,37684.00,357526.00,59587.67,575.00,5383.57
Hospital 9,Region 4,District 41,Instrument 1,96,99,118,73,90,90,108,116,100,111,96,74,1171.00,97.58,97.50,118,73,313.00,253.00,324.00,281.00,104.33,84.33,108.00,93.67,566.00,94.33,605.00,99.29
Hospital 9,Region 4,District 41,Instrument 2,1371,1371,1166,1188,976,1205,1329,849,925,805,923,673,12781.00,1065.08,1071.00,1371,673,3908.00,3369.00,3103.00,2401.00,1302.67,1123.00,1034.33,800.33,7277.00,1212.83,5504.00,958.43
Hospital 9,Region 4,District 41,Instrument 3,4002,4002,4192,4175,4451,4297,4229,3891,3888,3782,3748,3907,48564.00,4047.00,4002.00,4451,3748,12196.00,12923.00,12008.00,11437.00,4065.33,4307.67,4002.67,3812.33,25119.00,4186.50,23445.00,3963.14
Hospital 9,Region 4,District 41,Instrument 5,2355,2931,488,636,558,558,558,632,565,506,25380,494,35661.00,2971.75,561.50,25380,488,5774.00,1752.00,1755.00,26380.00,1924.67,584.00,585.00,8793.33,7526.00,1254.33,28135.00,4099.00
Hospital 90,Region 2,District 13,Instrument 2,0,0,0,0,0,0,0,0,0,0,236,0,236.00,19.67,0.00,236,0,0.00,0.00,0.00,236.00,0.00,0.00,0.00,78.67,0.00,0.00,236.00,33.71
Hospital 90,Region 2,District 2,Instrument 1,0,0,0,0,0,0,0,0,657,81,74,90,902.00,75.17,0.00,657,0,0.00,0.00,657.00,245.00,0.00,0.00,219.00,81.67,0.00,0.00,902.00,128.86
Hospital 90,Region 2,District 2,Instrument 2,0,0,0,0,0,0,0,0,6569,807,735,896,9007.00,750.58,0.00,6569,0,0.00,0.00,6569.00,2438.00,0.00,0.00,2189.67,812.67,0.00,0.00,9007.00,1286.71
Hospital 90,Region 2,District 2,Instrument 3,0,0,0,0,0,0,0,0,0,1,0,0,1.00,0.08,0.00,1,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.00,0.00,1.00,0.14
Hospital 90,Region 2,District 39,Instrument 1,0,0,0,0,0,0,0,0,0,4,9,0,13.00,1.08,0.00,9,0,0.00,0.00,0.00,13.00,0.00,0.00,0.00,4.33,0.00,0.00,13.00,1.86
Hospital 90,Region 2,District 39,Instrument 2,0,0,0,0,0,0,0,0,0,67,146,0,213.00,17.75,0.00,146,0,0.00,0.00,0.00,213.00,0.00,0.00,0.00,71.00,0.00,0.00,213.00,30.43
Hospital 90,Region 2,District 39,Instrument 4,0,0,0,0,0,0,0,0,0,80,109,0,189.00,15.75,0.00,109,0,0.00,0.00,0.00,189.00,0.00,0.00,0.00,63.00,0.00,0.00,189.00,27.00
Hospital 900,Region 5,District 13,Instrument 1,10,8,11,11,9,0,0,0,0,0,0,0,49.00,4.08,0.00,11,0,29.00,20.00,0.00,0.00,9.67,6.67,0.00,0.00,49.00,8.17,0.00,0.00
Hospital 900,Region 5,District 13,Instrument 2,1052,878,1796,1945,1894,3293,3276,3173,2959,3413,3090,3853,30622.00,2551.83,3024.50,3853,878,3726.00,7132.00,9408.00,10356.00,1242.00,2377.33,3136.00,3452.00,10858.00,1809.67,19764.00,3293.86
Hospital 900,Region 5,District 13,Instrument 3,66,57,57,57,57,125,100,89,128,130,56,385,1307.00,108.92,77.50,385,56,180.00,239.00,317.00,571.00,60.00,79.67,105.67,190.33,419.00,69.83,888.00,144.71
Hospital 900,Region 5,District 13,Instrument 4,2845,3430,3202,1988,2739,0,0,0,0,0,0,0,14204.00,1183.67,0.00,3430,0,9477.00,4727.00,0.00,0.00,3159.00,1575.67,0.00,0.00,14204.00,2367.33,0.00,0.00
Hospital 900,Region 5,District 13,Instrument 8,0,0,0,0,0,0,24,24,24,24,24,24,144.00,12.00,12.00,24,0,0.00,0.00,72.00,72.00,0.00,0.00,24.00,24.00,0.00,0.00,144.00,20.57
Hospital 900,Region 5,District 18,Instrument 1,130,90,118,98,88,88,84,89,76,78,55,92,1086.00,90.50,88.50,130,55,338.00,274.00,249.00,225.00,112.67,91.33,83.00,75.00,612.00,102.00,474.00,80.29
Hospital 900,Region 5,District 18,Instrument 2,1518,963,1506,1040,899,982,965,1127,1129,1170,1111,1205,13615.00,1134.58,1119.00,1518,899,3987.00,2921.00,3221.00,3486.00,1329.00,973.67,1073.67,1162.00,6908.00,1151.33,6707.00,1098.43
Hospital 900,Region 5,District 18,Instrument 3,0,0,0,0,0,0,0,252,31,106,58,244,691.00,57.58,0.00,252,0,0.00,0.00,283.00,408.00,0.00,0.00,94.33,136.00,0.00,0.00,691.00,98.71
Hospital 900,Region 5,District 18,Instrument 4,547,513,390,476,497,573,447,0,0,0,0,0,3443.00,286.92,418.50,573,0,1450.00,1546.00,447.00,0.00,483.33,515.33,149.00,0.00,2996.00,499.33,447.00,145.71
Hospital 900,Region 5,District 18,Instrument 6,0,0,0,0,0,0,0,17,-5,-64,73,-6,15.00,1.25,0.00,73,-64,0.00,0.00,12.00,3.00,0.00,0.00,4.00,1.00,0.00,0.00,15.00,2.14
Hospital 900,Region 5,District 20,Instrument 1,83,47,94,52,0,54,84,50,101,66,97,56,784.00,65.33,61.00,101,0,224.00,106.00,235.00,219.00,74.67,35.33,78.33,73.00,330.00,55.00,454.00,72.57
Hospital 900,Region 5,District 20,Instrument 2,1119,627,1265,697,1681,732,1136,679,1361,885,1303,754,12239.00,1019.92,1002.00,1681,627,3011.00,3110.00,3176.00,2942.00,1003.67,1036.67,1058.67,980.67,6121.00,1020.17,6118.00,978.57
Hospital 900,Region 5,District 20,Instrument 3,669,178,2059,187,998,182,641,2626,846,1150,662,868,11066.00,922.17,757.50,2626,178,2906.00,1367.00,4113.00,2680.00,968.67,455.67,1371.00,893.33,4273.00,712.17,6793.00,996.43
Hospital 900,Region 5,District 20,Instrument 6,13,6,13,6,13,6,13,6,13,6,13,6,114.00,9.50,9.50,13,6,32.00,25.00,32.00,25.00,10.67,8.33,10.67,8.33,57.00,9.50,57.00,9.00
Hospital 900,Region 5,District 20,Instrument 7,37,0,37,0,37,0,37,8,37,8,51,8,260.00,21.67,22.50,51,0,74.00,37.00,82.00,67.00,24.67,12.33,27.33,22.33,111.00,18.50,149.00,21.29
Hospital 900,Region 5,District 25,Instrument 2,1913,1803,1394,1403,1543,1353,1429,1315,1164,1437,1795,1795,18344.00,1528.67,1433.00,1913,1164,5110.00,4299.00,3908.00,5027.00,1703.33,1433.00,1302.67,1675.67,9409.00,1568.17,8935.00,1469.71
Hospital 900,Region 5,District 25,Instrument 3,94,375,284,298,296,320,303,317,309,323,0,0,2919.00,243.25,300.50,375,0,753.00,914.00,929.00,323.00,251.00,304.67,309.67,107.67,1667.00,277.83,1252.00,224.57
Hospital 900,Region 5,District 25,Instrument 4,17,21,18,22,19,21,17,27,17,27,0,0,206.00,17.17,18.50,27,0,56.00,62.00,61.00,27.00,18.67,20.67,20.33,9.00,118.00,19.67,88.00,15.57
Hospital 900,Region 5,District 25,Instrument 8,90,89,89,89,89,89,90,89,90,90,0,0,894.00,74.50,89.00,90,0,268.00,267.00,269.00,90.00,89.33,89.00,89.67,30.00,535.00,89.17,359.00,64.00
Hospital 900,Region 5,District 32,Instrument 1,0,0,0,0,47,36,34,33,39,36,41,39,305.00,25.42,35.00,47,0,0.00,83.00,106.00,116.00,0.00,27.67,35.33,38.67,83.00,13.83,222.00,36.86
Hospital 900,Region 5,District 32,Instrument 2,1255,1469,1939,1203,2230,1968,1713,2032,1557,1674,985,996,19021.00,1585.08,1615.50,2230,985,4663.00,5401.00,5302.00,3655.00,1554.33,1800.33,1767.33,1218.33,10064.00,1677.33,8957.00,1560.71
Hospital 900,Region 5,District 32,Instrument 3,35,61,42,48,152,53,97,37,163,160,244,158,1250.00,104.17,79.00,244,35,138.00,253.00,297.00,562.00,46.00,84.33,99.00,187.33,391.00,65.17,859.00,130.29
Hospital 900,Region 5,District 32,Instrument 5,503,536,549,397,471,524,507,482,538,456,575,528,6066.00,505.50,515.50,575,397,1588.00,1392.00,1527.00,1559.00,529.33,464.00,509.00,519.67,2980.00,496.67,3086.00,515.71
Hospital 900,Region 5,District 41,Instrument 1,3,3,5,2,3,3,5,4,4,6,8,7,53.00,4.42,4.00,8,2,11.00,8.00,13.00,21.00,3.67,2.67,4.33,7.00,19.00,3.17,34.00,5.29
Hospital 900,Region 5,District 41,Instrument 2,358,358,335,290,284,348,408,436,360,407,360,373,4317.00,359.75,359.00,436,284,1051.00,922.00,1204.00,1140.00,350.33,307.33,401.33,380.00,1973.00,328.83,2344.00,384.57
Hospital 900,Region 5,District 41,Instrument 3,154,154,111,110,111,96,216,67,71,80,59,60,1289.00,107.42,103.00,216,59,419.00,317.00,354.00,199.00,139.67,105.67,118.00,66.33,736.00,122.67,553.00,92.71
Hospital 900,Region 5,District 41,Instrument 5,0,0,0,39,39,39,39,39,39,39,39,39,351.00,29.25,39.00,39,0,0.00,117.00,117.00,117.00,0.00,39.00,39.00,39.00,117.00,19.50,234.00,39.00
Hospital 900,Region 5,District 45,Instrument 2,10,10,10,10,10,10,10,10,10,10,10,10,120.00,10.00,10.00,10,10,30.00,30.00,30.00,30.00,10.00,10.00,10.00,10.00,60.00,10.00,60.00,10.00
Hospital 900,Region 5,District 45,Instrument 3,6,6,6,6,6,6,8,97,4,4,4,4,157.00,13.08,6.00,97,4,18.00,18.00,109.00,12.00,6.00,6.00,36.33,4.00,36.00,6.00,121.00,18.14
Hospital 900,Region 5,District 48,Instrument 1,13,3,3,3,4,3,4,3,3,3,3,2,47.00,3.92,3.00,13,2,19.00,10.00,10.00,8.00,6.33,3.33,3.33,2.67,29.00,4.83,18.00,3.00
Hospital 900,Region 5,District 48,Instrument 2,450,440,409,404,462,14,11,12,13,8,9,11,2243.00,186.92,13.50,462,8,1299.00,880.00,36.00,28.00,433.00,293.33,12.00,9.33,2179.00,363.17,64.00,11.14
Hospital 900,Region 5,District 48,Instrument 3,434,430,440,452,409,0,0,0,0,0,0,0,2165.00,180.42,0.00,452,0,1304.00,861.00,0.00,0.00,434.67,287.00,0.00,0.00,2165.00,360.83,0.00,0.00
Hospital 900,Region 5,District 48,Instrument 7,0,0,0,0,0,739,779,818,752,692,722,704,5206.00,433.83,698.00,818,0,0.00,739.00,2349.00,2118.00,0.00,246.33,783.00,706.00,739.00,123.17,4467.00,743.71
Hospital 900,Region 5,District 50,Instrument 2,0,0,0,0,0,0,0,0,0,0,0,1783,1783.00,148.58,0.00,1783,0,0.00,0.00,0.00,1783.00,0.00,0.00,0.00,594.33,0.00,0.00,1783.00,254.71
Hospital 901,Region 1,District 13,Instrument 1,699,734,704,797,672,0,0,0,0,0,0,0,3606.00,300.50,0.00,797,0,2137.00,1469.00,0.00,0.00,712.33,489.67,0.00,0.00,3606.00,601.00,0.00,0.00
Hospital 901,Region 1,District 13,Instrument 2,17329,17679,2952,17702,17745,26537,20481,19770,19509,20095,21408,21522,222729.00,18560.75,19639.50,26537,2952,37960.00,61984.00,59760.00,63025.00,12653.33,20661.33,19920.00,21008.33,99944.00,16657.33,122785.00,21331.71
Hospital 901,Region 1,District 13,Instrument 3,527,539,634,532,536,1275,1211,653,703,684,712,1052,9058.00,754.83,668.50,1275,527,1700.00,2343.00,2567.00,2448.00,566.67,781.00,855.67,816.00,4043.00,673.83,5015.00,898.57
Hospital 901,Region 1,District 13,Instrument 4,8943,8639,8842,8820,8171,0,0,0,0,0,0,0,43415.00,3617.92,0.00,8943,0,26424.00,16991.00,0.00,0.00,8808.00,5663.67,0.00,0.00,43415.00,7235.83,0.00,0.00
Hospital 901,Region 1,District 13,Instrument 5,485292,325924,377608,335747,313910,387491,390634,487056,487956,408961,240414,164520,4405513.00,367126.08,382549.50,487956,164520,1188824.00,1037148.00,1365646.00,813895.00,396274.67,345716.00,455215.33,271298.33,2225972.00,370995.33,2179541.00,366718.86
Hospital 901,Region 1,District 13,Instrument 8,0,0,0,0,0,0,2113,2078,2036,2131,2084,2108,12550.00,1045.83,1018.00,2131,0,0.00,0.00,6227.00,6323.00,0.00,0.00,2075.67,2107.67,0.00,0.00,12550.00,1792.86
Hospital 901,Region 1,District 17,Instrument 1,2440,2920,2834,2837,3082,2158,1920,2157,1894,1765,2051,1176,27234.00,2269.50,2157.50,3082,1176,8194.00,8077.00,5971.00,4992.00,2731.33,2692.33,1990.33,1664.00,16271.00,2711.83,10963.00,1874.43
Hospital 901,Region 1,District 17,Instrument 2,11145,11693,11655,11697,6354,5697,11229,12662,12382,11808,11336,11662,129320.00,10776.67,11658.50,12662,5697,34493.00,23748.00,36273.00,34806.00,11497.67,7916.00,12091.00,11602.00,58241.00,9706.83,71079.00,10968.00
Hospital 901,Region 1,District 17,Instrument 3,252,169,177,202,5807,0,0,0,0,0,0,0,6607.00,550.58,0.00,5807,0,598.00,6009.00,0.00,0.00,199.33,2003.00,0.00,0.00,6607.00,1101.17,0.00,0.00
Hospital 901,Region 1,District 17,Instrument 4,22,21,7,8,6,0,0,0,0,0,0,0,64.00,5.33,0.00,22,0,50.00,14.00,0.00,0.00,16.67,4.67,0.00,0.00,64.00,10.67,0.00,0.00
Hospital 901,Region 1,District 17,Instrument 8,177,177,177,171,174,473,1636,1435,510,430,373,632,6365.00,530.42,401.50,1636,171,531.00,818.00,3581.00,1435.00,177.00,272.67,1193.67,478.33,1349.00,224.83,5016.00,784.14
Hospital 901,Region 1,District 19,Instrument 1,83,625,562,614,579,162,184,160,166,157,202,165,3659.00,304.92,175.00,625,83,1270.00,1355.00,510.00,524.00,423.33,451.67,170.00,174.67,2625.00,437.50,1034.00,170.86
Hospital 901,Region 1,District 19,Instrument 15,840,890,122,827,779,1514,950,3106,1216,1034,1576,1899,14753.00,1229.42,992.00,3106,122,1852.00,3120.00,5272.00,4509.00,617.33,1040.00,1757.33,1503.00,4972.00,828.67,9781.00,1613.57
Hospital 901,Region 1,District 19,Instrument 2,4282,4420,-7948,3980,3436,3657,3814,3429,3587,3910,3615,3632,33814.00,2817.83,3644.50,4420,-7948,754.00,11073.00,10830.00,11157.00,251.33,3691.00,3610.00,3719.00,11827.00,1971.17,21987.00,3663.43
Hospital 901,Region 1,District 19,Instrument 7,666,663,1492,807,528,0,0,0,0,0,0,0,4156.00,346.33,0.00,1492,0,2821.00,1335.00,0.00,0.00,940.33,445.00,0.00,0.00,4156.00,692.67,0.00,0.00
Hospital 901,Region 1,District 23,Instrument 2,1582,2151,891,948,0,0,958,1318,1295,1146,1009,945,12243.00,1020.25,983.50,2151,0,4624.00,948.00,3571.00,3100.00,1541.33,316.00,1190.33,1033.33,5572.00,928.67,6671.00,953.00
Hospital 901,Region 1,District 28,Instrument 1,1713,1556,1769,1745,2061,2114,1966,1852,1972,1835,2200,0,20783.00,1731.92,1843.50,2200,0,5038.00,5920.00,5790.00,4035.00,1679.33,1973.33,1930.00,1345.00,10958.00,1826.33,9825.00,1705.57
Hospital 901,Region 1,District 28,Instrument 2,18028,17486,20337,20604,20305,19798,20443,20155,20143,20084,19981,47178,264542.00,22045.17,20149.00,47178,17486,55851.00,60707.00,60741.00,87243.00,18617.00,20235.67,20247.00,29081.00,116558.00,19426.33,147984.00,23968.86
Hospital 901,Region 1,District 28,Instrument 3,15886,16486,16163,25905,25623,25092,26247,26262,26412,26420,26603,4486,261585.00,21798.75,25764.00,26603,4486,48535.00,76620.00,78921.00,57509.00,16178.33,25540.00,26307.00,19169.67,125155.00,20859.17,136430.00,23074.57
Hospital 901,Region 1,District 28,Instrument 4,2242,2175,2010,1854,1513,1603,1331,1328,1487,1140,1231,0,17914.00,1492.83,1500.00,2242,0,6427.00,4970.00,4146.00,2371.00,2142.33,1656.67,1382.00,790.33,11397.00,1899.50,6517.00,1160.00
Hospital 901,Region 1,District 28,Instrument 5,0,0,0,0,54,120,-19,0,0,0,0,0,155.00,12.92,0.00,120,-19,0.00,174.00,-19.00,0.00,0.00,58.00,-6.33,0.00,174.00,29.00,-19.00,14.43
Hospital 901,Region 1,District 28,Instrument 6,16268,12778,16050,1856,650,11873,2133,603,-3887,644,792,0,59760.00,4980.00,1324.00,16268,-3887,45096.00,14379.00,-1151.00,1436.00,15032.00,4793.00,-383.67,478.67,59475.00,9912.50,285.00,1736.86
Hospital 901,Region 1,District 28,Instrument 7,599,599,278,278,132,622,26,26,26,26,0,26,2638.00,219.83,79.00,622,0,1476.00,1032.00,78.00,52.00,492.00,344.00,26.00,17.33,2508.00,418.00,130.00,107.43
Hospital 901,Region 1,District 28,Instrument 8,9862,5699,5300,3321,8052,6622,9478,1115,23,23,23,0,49518.00,4126.50,4310.50,9862,0,20861.00,17995.00,10616.00,46.00,6953.67,5998.33,3538.67,15.33,38856.00,6476.00,10662.00,2469.14
Hospital 901,Region 1,District 34,Instrument 2,0,0,-278,0,0,0,0,0,0,0,0,0,-278.00,-23.17,0.00,0,-278,-278.00,0.00,0.00,0.00,-92.67,0.00,0.00,0.00,-278.00,-46.33,0.00,0.00
Hospital 901,Region 1,District 34,Instrument 3,1258,848,927,926,917,989,1044,1010,992,988,983,744,11626.00,968.83,985.50,1258,744,3033.00,2832.00,3046.00,2715.00,1011.00,944.00,1015.33,905.00,5865.00,977.50,5761.00,964.29
Hospital 901,Region 1,District 34,Instrument 7,169,169,169,169,3026,6617,169,169,169,169,169,169,11333.00,944.42,169.00,6617,169,507.00,9812.00,507.00,507.00,169.00,3270.67,169.00,169.00,10319.00,1719.83,1014.00,1090.14
Hospital 901,Region 1,District 39,Instrument 1,10,8,9,8,15,9,11,10,11,9,9,9,118.00,9.83,9.00,15,8,27.00,32.00,32.00,27.00,9.00,10.67,10.67,9.00,59.00,9.83,59.00,9.71
Hospital 901,Region 1,District 39,Instrument 2,156,122,140,136,239,154,183,162,172,145,149,145,1903.00,158.58,151.50,239,122,418.00,529.00,517.00,439.00,139.33,176.33,172.33,146.33,947.00,157.83,956.00,158.57
Hospital 901,Region 1,District 39,Instrument 4,18,18,18,21,30,4,4,4,4,4,4,5,134.00,11.17,4.50,30,4,54.00,55.00,12.00,13.00,18.00,18.33,4.00,4.33,109.00,18.17,25.00,4.14
Hospital 901,Region 1,District 39,Instrument 7,0,0,0,0,0,0,0,0,0,272,272,272,816.00,68.00,0.00,272,0,0.00,0.00,0.00,816.00,0.00,0.00,0.00,272.00,0.00,0.00,816.00,116.57
Hospital 901,Region 1,District 4,Instrument 2,15949,495,5485,5431,5468,5279,-5387,5168,4790,4843,4952,5101,57574.00,4797.83,5134.50,15949,-5387,21929.00,16178.00,4571.00,14896.00,7309.67,5392.67,1523.67,4965.33,38107.00,6351.17,19467.00,3535.14
Hospital 901,Region 1,District 50,Instrument 1,843,820,848,788,788,788,788,788,742,704,742,669,9308.00,775.67,788.00,848,669,2511.00,2364.00,2318.00,2115.00,837.00,788.00,772.67,705.00,4875.00,812.50,4433.00,745.86
Hospital 901,Region 1,District 50,Instrument 2,0,0,0,0,0,0,0,22,0,1,34,76,133.00,11.08,0.00,76,0,0.00,0.00,22.00,111.00,0.00,0.00,7.33,37.00,0.00,0.00,133.00,19.00
Hospital 901,Region 1,District 50,Instrument 3,10,10,9,9,4,0,0,0,0,0,0,0,42.00,3.50,0.00,10,0,29.00,13.00,0.00,0.00,9.67,4.33,0.00,0.00,42.00,7.00,0.00,0.00
Hospital 901,Region 1,District 8,Instrument 1,220,141,338,362,324,0,0,0,0,0,0,0,1385.00,115.42,0.00,362,0,699.00,686.00,0.00,0.00,233.00,228.67,0.00,0.00,1385.00,230.83,0.00,0.00
Hospital 901,Region 1,District 8,Instrument 2,1569,1004,2414,2581,2316,2817,2973,2752,2806,2656,2979,2886,29753.00,2479.42,2704.00,2979,1004,4987.00,7714.00,8531.00,8521.00,1662.33,2571.33,2843.67,2840.33,12701.00,2116.83,17052.00,2838.43
Hospital 902,Region 1,District 13,Instrument 1,0,0,0,0,3,0,0,0,0,0,0,0,3.00,0.25,0.00,3,0,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.50,0.00,0.00
Hospital 902,Region 1,District 13,Instrument 2,26,22,19,19,166,363,395,374,378,215,342,376,2695.00,224.58,278.50,395,19,67.00,548.00,1147.00,933.00,22.33,182.67,382.33,311.00,615.00,102.50,2080.00,349.00
Hospital 902,Region 1,District 13,Instrument 3,16,16,16,16,21,52,16,16,3,5,14,18,209.00,17.42,16.00,52,3,48.00,89.00,35.00,37.00,16.00,29.67,11.67,12.33,137.00,22.83,72.00,17.71
Hospital 902,Region 1,District 13,Instrument 4,238,315,274,358,191,0,0,0,0,0,0,0,1376.00,114.67,0.00,358,0,827.00,549.00,0.00,0.00,275.67,183.00,0.00,0.00,1376.00,229.33,0.00,0.00
Hospital 902,Region 1,District 13,Instrument 5,147,148,146,148,149,148,160,0,290,153,145,141,1775.00,147.92,148.00,290,0,441.00,445.00,450.00,439.00,147.00,148.33,150.00,146.33,886.00,147.67,889.00,148.14
Hospital 902,Region 1,District 32,Instrument 1,0,0,0,0,0,0,0,0,0,0,671,624,1295.00,107.92,0.00,671,0,0.00,0.00,0.00,1295.00,0.00,0.00,0.00,431.67,0.00,0.00,1295.00,185.00
Hospital 902,Region 1,District 32,Instrument 2,0,0,0,0,0,0,0,0,0,0,1519,4750,6269.00,522.42,0.00,4750,0,0.00,0.00,0.00,6269.00,0.00,0.00,0.00,2089.67,0.00,0.00,6269.00,895.57
Hospital 902,Region 1,District 32,Instrument 3,0,0,0,0,0,0,0,0,0,0,268,1595,1863.00,155.25,0.00,1595,0,0.00,0.00,0.00,1863.00,0.00,0.00,0.00,621.00,0.00,0.00,1863.00,266.14
Hospital 902,Region 1,District 32,Instrument 5,0,0,0,0,0,0,0,0,0,0,325,778,1103.00,91.92,0.00,778,0,0.00,0.00,0.00,1103.00,0.00,0.00,0.00,367.67,0.00,0.00,1103.00,157.57
Hospital 902,Region 1,District 50,Instrument 15,1985,1999,2021,1985,0,0,0,0,0,0,0,0,7990.00,665.83,0.00,2021,0,6005.00,1985.00,0.00,0.00,2001.67,661.67,0.00,0.00,7990.00,1331.67,0.00,0.00
Hospital 902,Region 1,District 50,Instrument 2,0,0,0,0,0,0,6237,5904,6121,8204,6700,7941,41107.00,3425.58,2952.00,8204,0,0.00,0.00,18262.00,22845.00,0.00,0.00,6087.33,7615.00,0.00,0.00,41107.00,5872.43
Hospital 902,Region 1,District 50,Instrument 3,0,0,0,0,0,0,203,203,205,215,206,203,1235.00,102.92,101.50,215,0,0.00,0.00,611.00,624.00,0.00,0.00,203.67,208.00,0.00,0.00,1235.00,176.43
