Hospital_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 683,District 13,Instrument 8,0,0,0,0,0,0,17,17,18,18,18,21,109,9.08,8.5,21,0,0,0,52,57,0,0,17.33,19,0,109,0,15.57,97,0,0
Hospital 683,District 15,Instrument 1,6,7,7,5,6,8,8,8,6,7,56,205,329,27.42,7,205,5,20,19,22,268,6.67,6.33,7.33,89.33,39,290,6.5,42.57,801,0,0
Hospital 683,District 15,Instrument 5,1209,1278,1281,834,0,0,0,0,0,0,0,0,4602,383.5,0,1281,0,3768,834,0,0,1256,278,0,0,4602,0,767,0,801,0,0
Hospital 683,District 15,Instrument 7,11446,11462,11483,11476,0,0,0,0,0,0,0,0,45867,3822.25,0,11483,0,34391,11476,0,0,11463.67,3825.33,0,0,45867,0,7644.5,0,801,0,0
Hospital 683,District 20,Instrument 1,18,164,15,158,0,277,13,197,20,234,14,252,1362,113.5,89,277,0,197,435,230,500,65.67,145,76.67,166.67,632,730,105.33,143.86,850,0,0
Hospital 683,District 20,Instrument 2,240,2212,196,2134,236,3736,173,2653,261,3156,181,3400,18578,1548.17,1197.5,3736,173,2648,6106,3087,6737,882.67,2035.33,1029,2245.67,8754,9824,1459,1937.14,850,0,0
Hospital 683,District 20,Instrument 3,49,1208,56,1559,26,1362,33,1412,58,1343,18,2198,9322,776.83,633,2198,18,1313,2947,1503,3559,437.67,982.33,501,1186.33,4260,5062,710,917.71,850,0,0
Hospital 683,District 20,Instrument 6,0,6,0,21,0,39,0,42,0,48,0,47,203,16.92,3,48,0,6,60,42,95,2,20,14,31.67,66,137,11,25.14,850,0,0
Hospital 683,District 20,Instrument 7,39,31,36,31,36,31,67,31,58,31,51,31,473,39.42,33.5,67,31,106,98,156,113,35.33,32.67,52,37.67,204,269,34,42.86,850,0,0
Hospital 683,District 28,Instrument 2,106,70,93,61,170,60,60,107,59,97,59,60,1002,83.5,65.5,170,59,269,291,226,216,89.67,97,75.33,72,560,442,93.33,71.71,4226,0,0
Hospital 683,District 28,Instrument 3,2,0,0,0,0,0,0,0,0,0,0,0,2,0.17,0,2,0,2,0,0,0,0.67,0,0,0,2,0,0.33,0,4226,0,0
Hospital 683,District 28,Instrument 6,0,18,0,14,9,0,0,0,0,0,0,0,41,3.42,0,18,0,18,23,0,0,6,7.67,0,0,41,0,6.83,0,4226,0,0
Hospital 683,District 29,Instrument 1,1740,1792,127,0,0,0,0,0,0,0,0,0,3659,304.92,0,1792,0,3659,0,0,0,1219.67,0,0,0,3659,0,609.83,0,119,0,0
Hospital 683,District 29,Instrument 2,17394,17916,1269,16429,7557,7725,7285,2918,3792,5862,16592,6985,111724,9310.33,7421,17916,1269,36579,31711,13995,29439,12193,10570.33,4665,9813,68290,43434,11381.67,7308.43,119,0,0
Hospital 683,District 29,Instrument 3,1932,1882,84,1866,1858,1876,1868,1898,1890,1890,2790,1957,21791,1815.92,1886,2790,84,3898,5600,5656,6637,1299.33,1866.67,1885.33,2212.33,9498,12293,1583,2024.14,119,0,0
Hospital 683,District 29,Instrument 4,320,384,61,323,338,65417,9475,12127,2210,258,3998,480,95391,7949.25,432,65417,61,765,66078,23812,4736,255,22026,7937.33,1578.67,66843,28548,11140.5,13423.57,119,0,0
Hospital 683,District 29,Instrument 5,1375,0,0,1211,1174,1165,1798,1223,10834,10308,14533,10552,54173,4514.42,1299,14533,0,1375,3550,13855,35393,458.33,1183.33,4618.33,11797.67,4925,49248,820.83,7201.86,119,0,0
Hospital 683,District 3,Instrument 2,12185,14326,14326,11620,11902,13246,13234,11779,11591,12615,11491,12326,150641,12553.42,12255.5,14326,11491,40837,36768,36604,36432,13612.33,12256,12201.33,12144,77605,73036,12934.17,12326,935,0,0
Hospital 683,District 32,Instrument 1,0,0,0,0,10,9,9,13,8,9,10,11,79,6.58,9,13,0,0,19,30,30,0,6.33,10,10,19,60,3.17,9.86,695,0,0
Hospital 683,District 32,Instrument 2,279,-3656,-11014,6934,18,24,98,10,10,9,10,6,-7272,-606,10,6934,-11014,-14391,6976,118,25,-4797,2325.33,39.33,8.33,-7415,143,-1235.83,23.86,695,0,0
Hospital 683,District 32,Instrument 3,202,324,389,410,449,428,54,0,439,415,460,444,4014,334.5,412.5,460,0,915,1287,493,1319,305,429,164.33,439.67,2202,1812,367,320,695,0,0
Hospital 683,District 32,Instrument 5,-3,0,-5,0,0,0,1,-2,0,0,0,0,-9,-0.75,0,1,-5,-8,0,-1,0,-2.67,0,-0.33,0,-8,-1,-1.33,-0.14,695,0,0
Hospital 683,District 32,Instrument 8,341,612,465,707,217,600,-304,-1,667,265,676,502,4747,395.58,483.5,707,-304,1418,1524,362,1443,472.67,508,120.67,481,2942,1805,490.33,343.57,695,0,0
Hospital 683,District 34,Instrument 1,553,537,553,515,503,530,502,548,488,509,601,630,6469,539.08,533.5,630,488,1643,1548,1538,1740,547.67,516,512.67,580,3191,3278,531.83,544,96,0,0
Hospital 683,District 34,Instrument 5,265,310,276,275,274,247,248,266,248,299,293,309,3310,275.83,274.5,310,247,851,796,762,901,283.67,265.33,254,300.33,1647,1663,274.5,272.86,96,0,0
Hospital 683,District 34,Instrument 8,136,307,257,239,260,221,242,201,160,268,180,144,2615,217.92,230,307,136,700,720,603,592,233.33,240,201,197.33,1420,1195,236.67,202.29,96,0,0
Hospital 683,District 39,Instrument 1,36,42,44,42,64,31,50,59,56,64,45,37,570,47.5,44.5,64,31,122,137,165,146,40.67,45.67,55,48.67,259,311,43.17,48.86,99,0,0
Hospital 683,District 39,Instrument 2,583,693,727,675,1058,510,827,974,912,1049,742,608,9358,779.83,734.5,1058,510,2003,2243,2713,2399,667.67,747.67,904.33,799.67,4246,5112,707.67,803.14,99,0,0
Hospital 683,District 39,Instrument 4,28,27,27,37,28,28,76,76,78,84,68,71,628,52.33,52.5,84,27,82,93,230,223,27.33,31,76.67,74.33,175,453,29.17,68.71,99,0,0
Hospital 683,District 40,Instrument 2,736,736,751,690,682,720,679,710,710,710,710,710,8544,712,710,751,679,2223,2092,2099,2130,741,697.33,699.67,710,4315,4229,719.17,707,44,0,0
Hospital 683,District 41,Instrument 1,1430,1428,1418,1042,2021,2021,1185,1144,1035,-586,1520,1377,15035,1252.92,1397.5,2021,-586,4276,5084,3364,2311,1425.33,1694.67,1121.33,770.33,9360,5675,1560,1099.43,1409,0,0
Hospital 683,District 41,Instrument 5,1289,1655,1381,1370,1096,1084,1119,1137,1014,1194,1194,1113,14646,1220.5,1165.5,1655,1014,4325,3550,3270,3501,1441.67,1183.33,1090,1167,7875,6771,1312.5,1122.14,1409,0,0
Hospital 683,District 41,Instrument 8,495,505,548,1602,419,418,419,420,420,420,424,425,6515,542.92,422,1602,418,1548,2439,1259,1269,516,813,419.67,423,3987,2528,664.5,420.86,1409,0,0
Hospital 683,District 44,Instrument 2,17196,17216,17568,16307,31162,30529,26325,23142,26538,24431,24891,23615,278920,23243.33,24023,31162,16307,51980,77998,76005,72937,17326.67,25999.33,25335,24312.33,129978,148942,21663,25638.71,918,0,0
Hospital 683,District 44,Instrument 3,12104,12273,12462,11577,0,0,0,0,0,0,0,0,48416,4034.67,0,12462,0,36839,11577,0,0,12279.67,3859,0,0,48416,0,8069.33,0,918,0,0
Hospital 683,District 44,Instrument 7,10530,24268,1095,20137,618,12455,10724,8378,10959,10619,-12392,-6561,90830,7569.17,10574.5,24268,-12392,35893,33210,30061,-8334,11964.33,11070,10020.33,-2778,69103,21727,11517.17,4883.14,918,0,0
Hospital 684,District 12,Instrument 2,983,856,546,698,620,600,0,572,528,859,664,549,7475,622.92,610,983,0,2385,1918,1100,2072,795,639.33,366.67,690.67,4303,3172,717.17,538.86,44,0,0
Hospital 684,District 12,Instrument 3,12,12,15,12,12,15,0,21,12,12,12,0,135,11.25,12,21,0,39,39,33,24,13,13,11,8,78,57,13,10.29,44,0,0
Hospital 684,District 13,Instrument 1,368,359,338,361,363,0,0,0,0,0,0,0,1789,149.08,0,368,0,1065,724,0,0,355,241.33,0,0,1789,0,298.17,0,6442,0,0
Hospital 684,District 13,Instrument 5,989,996,992,1042,939,7468,906,697,937,952,871,919,17708,1475.67,945.5,7468,697,2977,9449,2540,2742,992.33,3149.67,846.67,914,12426,5282,2071,1821.43,6442,0,0
Hospital 684,District 13,Instrument 8,0,0,0,0,0,0,-16,186,128,140,129,143,710,59.17,0,186,-16,0,0,298,412,0,0,99.33,137.33,0,710,0,101.43,6442,0,0
Hospital 684,District 17,Instrument 1,13,11,10,11,12,14,14,16,22,18,8,6,155,12.92,12.5,22,6,34,37,52,32,11.33,12.33,17.33,10.67,71,84,11.83,14,8,0,0
Hospital 684,District 17,Instrument 2,135,169,136,132,148,140,137,133,0,0,0,0,1130,94.17,134,169,0,440,420,270,0,146.67,140,90,0,860,270,143.33,58.57,8,0,0
Hospital 684,District 17,Instrument 4,4,5,6,3,6,0,0,0,0,0,0,0,24,2,0,6,0,15,9,0,0,5,3,0,0,24,0,4,0,8,0,0
Hospital 684,District 18,Instrument 1,11,11,9,10,10,8,8,5,7,7,5,6,97,8.08,8,11,5,31,28,20,18,10.33,9.33,6.67,6,59,38,9.83,6.57,116,0,0
Hospital 684,District 18,Instrument 3,0,0,0,0,0,0,0,0,1,0,7,17,25,2.08,0,17,0,0,0,1,24,0,0,0.33,8,0,25,0,3.57,116,0,0
Hospital 684,District 18,Instrument 4,5,5,5,5,5,5,5,0,0,0,0,0,35,2.92,5,5,0,15,15,5,0,5,5,1.67,0,30,5,5,1.43,116,0,0
Hospital 684,District 18,Instrument 6,0,0,0,0,0,0,0,1,-1,-4,5,-1,0,0,0,5,-4,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0
Hospital 684,District 20,Instrument 1,0,66,0,66,0,63,0,62,0,62,0,59,378,31.5,29.5,66,0,66,129,62,121,22,43,20.67,40.33,195,183,32.5,35.14,25,0,0
Hospital 684,District 20,Instrument 6,0,0,0,66,0,0,0,0,0,0,0,0,66,5.5,0,66,0,0,66,0,0,0,22,0,0,66,0,11,0,25,0,0
Hospital 684,District 20,Instrument 7,0,730,0,720,0,632,0,718,0,668,0,707,4175,347.92,316,730,0,730,1352,718,1375,243.33,450.67,239.33,458.33,2082,2093,347,389.29,25,0,0
Hospital 684,District 28,Instrument 1,25,26,22,17,24,25,25,21,22,21,25,0,253,21.08,23,26,0,73,66,68,46,24.33,22,22.67,15.33,139,114,23.17,19.86,43,0,0
Hospital 684,District 28,Instrument 6,37,37,37,-79,48,36,36,37,37,38,37,0,301,25.08,37,48,-79,111,5,110,75,37,1.67,36.67,25,116,185,19.33,31.57,43,0,0
Hospital 684,District 29,Instrument 1,52,118,832,0,0,0,0,0,0,0,0,0,1002,83.5,0,832,0,1002,0,0,0,334,0,0,0,1002,0,167,0,34,0,0
Hospital 684,District 29,Instrument 2,514,1175,8314,485,397,545,213,480,507,574,584,589,14377,1198.08,529.5,8314,213,10003,1427,1200,1747,3334.33,475.67,400,582.33,11430,2947,1905,498.86,34,0,0
Hospital 684,District 29,Instrument 3,43,43,240,43,43,54,64,52,48,66,54,60,810,67.5,53,240,43,326,140,164,180,108.67,46.67,54.67,60,466,344,77.67,56.86,34,0,0
Hospital 684,District 29,Instrument 4,242,33,140,37,85,241,22,3,4,52,18,32,909,75.75,35,242,3,415,363,29,102,138.33,121,9.67,34,778,131,129.67,53.14,34,0,0
Hospital 684,District 29,Instrument 5,475,0,0,463,479,488,453,433,461,494,489,483,4718,393.17,469,494,0,475,1430,1347,1466,158.33,476.67,449,488.67,1905,2813,317.5,471.57,34,0,0
Hospital 684,District 3,Instrument 2,222,236,236,382,367,225,213,195,215,180,149,196,2816,234.67,218.5,382,149,694,974,623,525,231.33,324.67,207.67,175,1668,1148,278,196.14,206,0,0
Hospital 684,District 34,Instrument 1,120,105,122,112,134,143,196,160,150,141,192,182,1757,146.42,142,196,105,347,389,506,515,115.67,129.67,168.67,171.67,736,1021,122.67,166.29,547,0,0
Hospital 684,District 34,Instrument 7,669,520,490,722,408,666,1259,947,0,0,0,0,5681,473.42,505,1259,0,1679,1796,2206,0,559.67,598.67,735.33,0,3475,2206,579.17,410.29,547,0,0
Hospital 684,District 39,Instrument 1,0,0,0,0,0,0,8,6,5,5,6,4,34,2.83,2,8,0,0,0,19,15,0,0,6.33,5,0,34,0,4.86,4,0,0
Hospital 684,District 39,Instrument 2,0,0,0,0,0,0,130,99,87,84,93,62,555,46.25,31,130,0,0,0,316,239,0,0,105.33,79.67,0,555,0,79.29,4,0,0
Hospital 684,District 39,Instrument 4,0,0,0,0,0,0,9,8,10,9,8,9,53,4.42,4,10,0,0,0,27,26,0,0,9,8.67,0,53,0,7.57,4,0,0
Hospital 684,District 4,Instrument 2,494,506,430,406,508,239,0,0,0,0,0,0,2583,215.25,119.5,508,0,1430,1153,0,0,476.67,384.33,0,0,2583,0,430.5,34.14,9,0,0
Hospital 684,District 41,Instrument 1,51,41,52,27,45,45,41,48,51,50,59,58,568,47.33,49,59,27,144,117,140,167,48,39,46.67,55.67,261,307,43.5,50.29,70,0,0
Hospital 684,District 41,Instrument 5,0,0,0,16,16,16,16,16,16,20,20,16,152,12.67,16,20,0,0,48,48,56,0,16,16,18.67,48,104,8,17.14,70,0,0
Hospital 684,District 41,Instrument 8,0,0,0,0,0,0,0,0,1,1,2,1,5,0.42,0,2,0,0,0,1,4,0,0,0.33,1.33,0,5,0,0.71,70,0,0
Hospital 686,District 13,Instrument 1,5,4,4,4,4,0,0,0,0,0,0,0,21,1.75,0,5,0,13,8,0,0,4.33,2.67,0,0,21,0,3.5,0,1302,0,0
Hospital 686,District 13,Instrument 2,250,142,160,162,239,325,134,190,184,161,189,131,2267,188.92,173,325,131,552,726,508,481,184,242,169.33,160.33,1278,989,213,187.71,1302,0,0
Hospital 686,District 13,Instrument 3,0,0,0,0,0,16,22,11,0,0,7,0,56,4.67,0,22,0,0,16,33,7,0,5.33,11,2.33,16,40,2.67,8,1302,0,0
Hospital 686,District 13,Instrument 5,14,16,20,20,20,20,20,20,20,20,20,20,230,19.17,20,20,14,50,60,60,60,16.67,20,20,20,110,120,18.33,20,1302,0,0
Hospital 686,District 16,Instrument 2,1114,1189,1312,1273,1281,1281,1175,1392,1160,1166,1243,1243,14829,1235.75,1243,1392,1114,3615,3835,3727,3652,1205,1278.33,1242.33,1217.33,7450,7379,1241.67,1237.14,64,0,0
Hospital 686,District 28,Instrument 1,24,25,24,23,26,25,24,21,27,30,27,0,276,23,24.5,30,0,73,74,72,57,24.33,24.67,24,19,147,129,24.5,22,1,0,0
Hospital 686,District 28,Instrument 2,806,661,602,775,692,823,737,648,750,781,644,709,8628,719,723,823,602,2069,2290,2135,2134,689.67,763.33,711.67,711.33,4359,4269,726.5,727.43,1,0,0
Hospital 686,District 28,Instrument 4,78,69,50,35,8,-6,0,0,0,0,0,0,234,19.5,0,78,-6,197,37,0,0,65.67,12.33,0,0,234,0,39,-0.86,1,0,0
Hospital 686,District 28,Instrument 6,15,15,15,15,20,16,22,16,16,23,19,0,192,16,16,23,0,45,51,54,42,15,17,18,14,96,96,16,16,1,0,0
Hospital 686,District 29,Instrument 1,36,28,22,0,0,0,0,0,0,0,0,0,86,7.17,0,36,0,86,0,0,0,28.67,0,0,0,86,0,14.33,0,36,0,0
Hospital 686,District 29,Instrument 2,359,276,222,291,311,337,434,429,404,461,432,382,4338,361.5,370.5,461,222,857,939,1267,1275,285.67,313,422.33,425,1796,2542,299.33,411.29,36,0,0
Hospital 686,District 29,Instrument 4,284,283,487,295,295,303,330,265,253,123,249,242,3409,284.08,283.5,487,123,1054,893,848,614,351.33,297.67,282.67,204.67,1947,1462,324.5,252.14,36,0,0
Hospital 686,District 29,Instrument 5,1218,1229,1213,1204,1204,1227,1230,1253,1171,1065,86,922,13022,1085.17,1208.5,1253,86,3660,3635,3654,2073,1220,1211.67,1218,691,7295,5727,1215.83,993.43,36,0,0
Hospital 686,District 34,Instrument 1,4,3,5,4,4,4,4,4,3,3,4,5,47,3.92,4,5,3,12,12,11,12,4,4,3.67,4,24,23,4,3.86,2,0,0
Hospital 686,District 41,Instrument 1,28,25,26,20,20,20,27,25,23,29,31,29,303,25.25,25.5,31,20,79,60,75,89,26.33,20,25,29.67,139,164,23.17,26.29,164,0,0
Hospital 686,District 6,Instrument 2,0,0,0,0,61,68,72,46,46,44,44,77,458,38.17,45,77,0,0,129,164,165,0,43,54.67,55,129,329,21.5,56.71,65,0,0
Hospital 687,District 12,Instrument 2,0,0,0,0,0,0,0,0,268,301,227,0,796,66.33,0,301,0,0,0,268,528,0,0,89.33,176,0,796,0,113.71,14,0,0
Hospital 687,District 13,Instrument 1,68,90,117,126,104,0,0,0,0,0,0,0,505,42.08,0,126,0,275,230,0,0,91.67,76.67,0,0,505,0,84.17,0,252,0,0
Hospital 687,District 20,Instrument 1,102,89,114,81,0,49,151,55,148,-18,149,0,920,76.67,85,151,-18,305,130,354,131,101.67,43.33,118,43.67,435,485,72.5,76.29,144.5,0,0
Hospital 687,District 20,Instrument 6,78,6,45,6,12,6,12,6,12,-26,3,0,160,13.33,6,78,-26,129,24,30,-23,43,8,10,-7.67,153,7,25.5,1.86,144.5,0,0
Hospital 687,District 20,Instrument 7,0,0,0,0,2,0,2,0,2,0,2,0,8,0.67,0,2,0,0,2,4,2,0,0.67,1.33,0.67,2,6,0.33,0.86,144.5,0,0
Hospital 687,District 3,Instrument 2,4243,2495,2495,3127,2939,2948,473,2818,2906,3295,2974,2569,33282,2773.5,2922.5,4243,473,9233,9014,6197,8838,3077.67,3004.67,2065.67,2946,18247,15035,3041.17,2569,338,0,0
Hospital 687,District 44,Instrument 2,0,0,0,0,0,0,0,0,0,0,19516,20163,39679,3306.58,0,20163,0,0,0,0,39679,0,0,0,13226.33,0,39679,0,5668.43,1767,0,0
Hospital 688,District 16,Instrument 2,128,128,115,129,128,128,127,118,107,121,121,121,1471,122.58,124,129,107,371,385,352,363,123.67,128.33,117.33,121,756,715,126,120.43,5,0,0
Hospital 69,District 20,Instrument 1,38,662,37,1011,0,458,-222,375,0,81,-275,320,2485,207.08,59.5,1011,-275,737,1469,153,126,245.67,489.67,51,42,2206,279,367.67,105.29,557,0,0
Hospital 69,District 20,Instrument 6,0,1430,0,200,0,495,0,570,0,985,0,420,4100,341.67,100,1430,0,1430,695,570,1405,476.67,231.67,190,468.33,2125,1975,354.17,352.86,557,0,0
Hospital 69,District 20,Instrument 7,0,6971,0,13654,0,13589,0,9095,0,7203,0,6904,57416,4784.67,3452,13654,0,6971,27243,9095,14107,2323.67,9081,3031.67,4702.33,34214,23202,5702.33,5255.86,557,0,0
Hospital 69,District 44,Instrument 2,2667,2399,2245,2164,2341,2772,2095,2407,2132,2034,2082,3027,28365,2363.75,2293,3027,2034,7311,7277,6634,7143,2437,2425.67,2211.33,2381,14588,13777,2431.33,2364.14,2,0,0
Hospital 69,District 44,Instrument 3,1225,562,441,768,0,0,0,0,0,0,0,0,2996,249.67,0,1225,0,2228,768,0,0,742.67,256,0,0,2996,0,499.33,0,2,0,0
Hospital 690,District 10,Instrument 1,8,8,8,8,7,8,6,9,7,6,19,0,94,7.83,8,19,0,24,23,22,25,8,7.67,7.33,8.33,47,47,7.83,7.86,624,0,0
Hospital 690,District 10,Instrument 2,17,26,19,16,19,15,27,37,18,45,22,12,273,22.75,19,45,12,62,50,82,79,20.67,16.67,27.33,26.33,112,161,18.67,25.14,624,0,0
Hospital 690,District 10,Instrument 3,203,7,17,17,10,0,26,0,42,0,0,0,322,26.83,8.5,203,0,227,27,68,0,75.67,9,22.67,0,254,68,42.33,9.71,624,0,0
Hospital 690,District 10,Instrument 4,48,40,44,44,38,0,0,0,0,0,0,0,214,17.83,0,48,0,132,82,0,0,44,27.33,0,0,214,0,35.67,0,624,0,0
Hospital 690,District 10,Instrument 6,3,3,3,11,40,16,8,2,29,10,15,4,144,12,9,40,2,9,67,39,29,3,22.33,13,9.67,76,68,12.67,12,624,0,0
Hospital 690,District 13,Instrument 1,297,299,271,30,33,0,0,0,0,0,0,0,930,77.5,0,299,0,867,63,0,0,289,21,0,0,930,0,155,0,5566,0,0
Hospital 690,District 13,Instrument 3,111,128,123,106,101,520,526,458,487,354,297,387,3598,299.83,325.5,526,101,362,727,1471,1038,120.67,242.33,490.33,346,1089,2509,181.5,432.71,5566,0,0
Hospital 690,District 13,Instrument 4,58,36,38,42,44,0,0,0,0,0,0,0,218,18.17,0,58,0,132,86,0,0,44,28.67,0,0,218,0,36.33,0,5566,0,0
Hospital 690,District 13,Instrument 5,13591,13619,13614,13718,13774,13761,13579,13572,13536,13586,13569,13615,163534,13627.83,13602.5,13774,13536,40824,41253,40687,40770,13608,13751,13562.33,13590,82077,81457,13679.5,13602.57,5566,0,0
Hospital 690,District 13,Instrument 8,0,0,0,0,0,0,82,84,86,92,86,97,527,43.92,41,97,0,0,0,252,275,0,0,84,91.67,0,527,0,75.29,5566,0,0
Hospital 690,District 15,Instrument 2,14,9,14,10,86,89,31,79,87,72,81,372,944,78.67,75.5,372,9,37,185,197,525,12.33,61.67,65.67,175,222,722,37,115.86,103,0,0
Hospital 690,District 15,Instrument 7,71,71,71,71,0,0,0,0,0,0,0,0,284,23.67,0,71,0,213,71,0,0,71,23.67,0,0,284,0,47.33,0,103,0,0
Hospital 690,District 18,Instrument 1,236,164,319,314,361,340,397,358,371,325,254,318,3757,313.08,322,397,164,719,1015,1126,897,239.67,338.33,375.33,299,1734,2023,289,337.57,375,0,0
Hospital 690,District 18,Instrument 3,0,0,0,0,0,0,1,660,1117,740,1191,2506,6215,517.92,0.5,2506,0,0,0,1778,4437,0,0,592.67,1479,0,6215,0,887.86,375,0,0
Hospital 690,District 18,Instrument 4,496,466,290,614,279,384,408,0,0,0,0,0,2937,244.75,284.5,614,0,1252,1277,408,0,417.33,425.67,136,0,2529,408,421.5,113.14,375,0,0
Hospital 690,District 18,Instrument 6,0,0,0,0,0,0,0,62,-19,-240,297,-24,76,6.33,0,297,-240,0,0,43,33,0,0,14.33,11,0,76,0,10.86,375,0,0
Hospital 690,District 19,Instrument 1,0,25,24,30,23,20,28,21,24,22,30,22,269,22.42,23.5,30,0,49,73,73,74,16.33,24.33,24.33,24.67,122,147,20.33,23.86,36,0,0
Hospital 690,District 19,Instrument 5,1579,1623,1702,1527,1656,1712,1665,1475,1554,1670,1636,1498,19297,1608.08,1629.5,1712,1475,4904,4895,4694,4804,1634.67,1631.67,1564.67,1601.33,9799,9498,1633.17,1601.43,36,0,0
Hospital 690,District 19,Instrument 7,181,32,38,96,37,0,0,0,0,0,0,0,384,32,0,181,0,251,133,0,0,83.67,44.33,0,0,384,0,64,0,36,0,0
Hospital 690,District 20,Instrument 1,0,21,0,16,0,16,0,12,0,6,0,5,76,6.33,2.5,21,0,21,32,12,11,7,10.67,4,3.67,53,23,8.83,5.57,575,0,0
Hospital 690,District 20,Instrument 2,0,276,0,209,0,209,0,162,0,75,0,69,1000,83.33,34.5,276,0,276,418,162,144,92,139.33,54,48,694,306,115.67,73.57,575,0,0
Hospital 690,District 20,Instrument 3,0,341,0,306,0,313,0,280,0,113,0,47,1400,116.67,23.5,341,0,341,619,280,160,113.67,206.33,93.33,53.33,960,440,160,107.57,575,0,0
Hospital 690,District 20,Instrument 6,0,0,0,0,0,0,0,0,0,98,0,0,98,8.17,0,98,0,0,0,0,98,0,0,0,32.67,0,98,0,14,575,0,0
Hospital 690,District 20,Instrument 7,0,13,0,16,0,16,0,16,0,17,0,16,94,7.83,6.5,17,0,13,32,16,33,4.33,10.67,5.33,11,45,49,7.5,9.29,575,0,0
Hospital 690,District 29,Instrument 1,236,311,1076,0,0,0,0,0,0,0,0,0,1623,135.25,0,1076,0,1623,0,0,0,541,0,0,0,1623,0,270.5,0,87,0,0
Hospital 690,District 29,Instrument 2,2360,3112,10756,2270,2100,2556,1793,1817,3804,1882,2332,2382,37164,3097,2346,10756,1793,16228,6926,7414,6596,5409.33,2308.67,2471.33,2198.67,23154,14010,3859,2366.57,87,0,0
Hospital 690,District 29,Instrument 3,353,252,5062,255,252,189,200,174,172,212,198,184,7503,625.25,206,5062,172,5667,696,546,594,1889,232,182,198,6363,1140,1060.5,189.86,87,0,0
Hospital 690,District 29,Instrument 4,4025,1218,4114,751,838,573,743,705,530,77,53,45,13672,1139.33,724,4114,45,9357,2162,1978,175,3119,720.67,659.33,58.33,11519,2153,1919.83,389.43,87,0,0
Hospital 690,District 29,Instrument 5,486,13,27,306,299,320,342,294,286,310,290,255,3228,269,296.5,486,13,526,925,922,855,175.33,308.33,307.33,285,1451,1777,241.83,299.57,87,0,0
Hospital 690,District 3,Instrument 2,1064,963,963,1311,966,1370,1133,1575,894,767,561,1050,12617,1051.42,1008,1575,561,2990,3647,3602,2378,996.67,1215.67,1200.67,792.67,6637,5980,1106.17,1050,5,0,0
Hospital 690,District 35,Instrument 2,1358,1799,7192,4757,7261,7658,6746,5902,5902,5902,5902,5902,66281,5523.42,5902,7658,1358,10349,19676,18550,17706,3449.67,6558.67,6183.33,5902,30025,36256,5004.17,6273.43,1543,0,0
Hospital 690,District 38,Instrument 2,1197,1156,1156,1151,1208,1290,1056,1082,976,1017,1050,1079,13418,1118.17,1116.5,1290,976,3509,3649,3114,3146,1169.67,1216.33,1038,1048.67,7158,6260,1193,1078.57,183,0,0
Hospital 690,District 39,Instrument 1,195,202,198,244,237,277,256,226,277,291,296,287,2986,248.83,250,296,195,595,758,759,874,198.33,252.67,253,291.33,1353,1633,225.5,272.86,43,0,0
Hospital 690,District 39,Instrument 4,133,179,35,48,26,47,52,15,17,28,42,11,633,52.75,38.5,179,11,347,121,84,81,115.67,40.33,28,27,468,165,78,30.29,43,0,0
Hospital 690,District 41,Instrument 2,4,4,4,4,4,4,4,4,3,0,0,0,35,2.92,4,4,0,12,12,11,0,4,4,3.67,0,24,11,4,2.14,1095,0,0
Hospital 690,District 41,Instrument 5,249,-41,227,0,0,0,0,0,0,0,0,0,435,36.25,0,249,-41,435,0,0,0,145,0,0,0,435,0,72.5,0,1095,0,0
Hospital 690,District 44,Instrument 3,25105,24793,27100,26040,0,0,0,0,0,0,0,0,103038,8586.5,0,27100,0,76998,26040,0,0,25666,8680,0,0,103038,0,17173,0,99,0,0
Hospital 690,District 44,Instrument 7,39995,39899,40054,41711,42221,47497,41581,39603,40541,41410,41336,40780,496628,41385.67,41058,47497,39603,119948,131429,121725,123526,39982.67,43809.67,40575,41175.33,251377,245251,41896.17,41821.14,99,0,0
Hospital 690,District 48,Instrument 2,682,703,661,733,681,0,0,0,0,0,0,0,3460,288.33,0,733,0,2046,1414,0,0,682,471.33,0,0,3460,0,576.67,0,156,0,0
Hospital 690,District 48,Instrument 3,536,535,536,486,445,0,0,0,0,0,0,0,2538,211.5,0,536,0,1607,931,0,0,535.67,310.33,0,0,2538,0,423,0,156,0,0
Hospital 690,District 48,Instrument 7,0,0,0,0,0,1008,1015,1143,1119,957,1048,1019,7309,609.08,982.5,1143,0,0,1008,3277,3024,0,336,1092.33,1008,1008,6301,168,1044.14,156,0,0
Hospital 690,District 5,Instrument 2,1374,1091,1092,1124,1236,1064,1176,999,1146,1248,1094,1121,13765,1147.08,1122.5,1374,999,3557,3424,3321,3463,1185.67,1141.33,1107,1154.33,6981,6784,1163.5,1121.14,37,0,0
