Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 537,Region 4,District 13,Instrument 3,4427,4423,4428,4434,4425,644,911,892,770,6410,501,166,32431,2702.58,2667,6410,166,13278,9503,2573,7077,4426,3167.67,857.67,2359,22781,9650,3796.83,1470.57,1270,148806,1
Hospital 537,Region 4,District 13,Instrument 4,1412,1522,1438,1498,1511,0,0,0,0,0,0,0,7381,615.08,0,1522,0,4372,3009,0,0,1457.33,1003,0,0,7381,0,1230.17,0,1270,19320,1
Hospital 537,Region 4,District 13,Instrument 5,1563,1500,1561,1736,1509,1596,1664,1532,1248,1327,1410,1222,17868,1489,1520.5,1736,1222,4624,4841,4444,3959,1541.33,1613.67,1481.33,1319.67,9465,8403,1577.5,1428.43,1270,7530,1
Hospital 537,Region 4,District 17,Instrument 2,542,539,523,530,422,634,779,588,569,558,548,696,6928,577.33,553,779,422,1604,1586,1936,1802,534.67,528.67,645.33,600.67,3190,3738,531.67,624.57,68,22387,1
Hospital 537,Region 4,District 17,Instrument 3,36,36,36,35,145,0,0,0,0,0,0,0,288,24,0,145,0,108,180,0,0,36,60,0,0,288,0,48,0,68,2040,1
Hospital 537,Region 4,District 17,Instrument 8,58,58,885,-747,57,0,0,0,0,0,0,0,311,25.92,0,885,-747,1001,-690,0,0,333.67,-230,0,0,311,0,51.83,0,68,399,1
Hospital 537,Region 4,District 20,Instrument 2,1250,1617,2096,1340,1693,1433,1875,1065,1713,1065,1640,1042,17829,1485.75,1525,2096,1042,4963,4466,4653,3747,1654.33,1488.67,1551,1249,9429,8400,1571.5,1404.71,183,11405,1
Hospital 537,Region 4,District 20,Instrument 3,769,531,441,303,632,256,470,117,465,84,471,84,4623,385.25,453,769,84,1741,1191,1052,639,580.33,397,350.67,213,2932,1691,488.67,278.14,183,3628,1
Hospital 537,Region 4,District 3,Instrument 2,11850,12006,12006,11893,11829,11776,8488,7361,6971,3457,3395,6908,107940,8995,10132,12006,3395,35862,35498,22820,13760,11954,11832.67,7606.67,4586.67,71360,36580,11893.33,6908,5076,365160,1
Hospital 537,Region 4,District 32,Instrument 2,2437,4241,2951,4344,2501,4989,3775,2766,2578,2295,3129,2830,38836,3236.33,2890.5,4989,2295,9629,11834,9119,8254,3209.67,3944.67,3039.67,2751.33,21463,17373,3577.17,3194.57,225,73320,1
Hospital 537,Region 4,District 32,Instrument 3,541,427,402,469,371,482,725,1076,335,827,989,616,7260,605,511.5,1076,335,1370,1322,2136,2432,456.67,440.67,712,810.67,2692,4568,448.67,721.43,225,17640,1
Hospital 537,Region 4,District 32,Instrument 4,-222,216,123,258,0,0,0,0,0,0,0,0,375,31.25,0,258,-222,117,258,0,0,39,86,0,0,375,0,62.5,0,225,9255,1
Hospital 537,Region 4,District 34,Instrument 2,1163,1149,1432,1241,1220,1414,1252,941,1193,1341,1204,1050,14600,1216.67,1212,1432,941,3744,3875,3386,3595,1248,1291.67,1128.67,1198.33,7619,6981,1269.83,1199.29,92,44400,1
Hospital 537,Region 4,District 34,Instrument 3,113,113,106,106,106,109,109,25,57,57,57,57,1015,84.58,106,113,25,332,321,191,171,110.67,107,63.67,57,653,362,108.83,67.29,92,9600,1
Hospital 537,Region 4,District 34,Instrument 4,183,194,197,209,202,196,216,152,0,0,0,0,1549,129.08,188.5,216,0,574,607,368,0,191.33,202.33,122.67,0,1181,368,196.83,80.57,92,8505,1
Hospital 537,Region 4,District 34,Instrument 5,11,15,12,11,12,13,10,8,30,31,29,30,212,17.67,12.5,31,8,38,36,48,90,12.67,12,16,30,74,138,12.33,21.57,92,1200,1
Hospital 537,Region 4,District 34,Instrument 7,304,304,304,304,304,304,304,304,238,238,238,238,3384,282,304,304,238,912,912,846,714,304,304,282,238,1824,1560,304,266.29,92,3600,1
Hospital 537,Region 4,District 36,Instrument 2,591,479,479,874,595,895,542,515,675,643,689,660,7637,636.42,619,895,479,1549,2364,1732,1992,516.33,788,577.33,664,3913,3724,652.17,659.86,537,29970,1
Hospital 537,Region 4,District 5,Instrument 2,161,144,144,154,168,218,250,176,221,139,136,190,2101,175.08,164.5,250,136,449,540,647,465,149.67,180,215.67,155,989,1112,164.83,190,159,31200,1
Hospital 537,Region 4,District 7,Instrument 2,2089,2051,2051,2034,2086,2065,2035,1930,1940,1985,1757,1952,23975,1997.92,2034.5,2089,1757,6191,6185,5905,5694,2063.67,2061.67,1968.33,1898,12376,11599,2062.67,1952,263,113520,1
Hospital 538,Region 1,District 10,Instrument 7,504,542,472,773,619,459,926,672,473,758,632,542,7372,614.33,580.5,926,459,1518,1851,2071,1932,506,617,690.33,644,3369,4003,561.5,637.43,35,6160,1
Hospital 538,Region 1,District 13,Instrument 2,5259,4036,3771,4232,4523,16815,18968,5371,4897,4907,-34903,4622,42498,3541.5,4759.5,18968,-34903,13066,25570,29236,-25374,4355.33,8523.33,9745.33,-8458,38636,3862,6439.33,2953.86,176,2520,1
Hospital 538,Region 1,District 17,Instrument 2,1256,933,933,897,921,1141,1085,1015,796,978,838,698,11491,957.58,933,1256,698,3122,2959,2896,2514,1040.67,986.33,965.33,838,6081,5410,1013.5,935.86,43,2954,1
Hospital 538,Region 1,District 18,Instrument 2,5923,6726,6997,7365,7755,8130,8991,8096,9820,9086,8417,4227,91533,7627.75,7925.5,9820,4227,19646,23250,26907,21730,6548.67,7750,8969,7243.33,42896,48637,7149.33,8109.57,434,47967,1
Hospital 538,Region 1,District 18,Instrument 3,8,10,6,8,10,8,6,2222,563,2182,1713,7094,13830,1152.5,10,7094,6,24,26,2791,10989,8,8.67,930.33,3663,50,13780,8.33,1969.71,434,5212,1
Hospital 538,Region 1,District 18,Instrument 4,942,706,675,696,767,856,710,0,0,0,0,0,5352,446,685.5,942,0,2323,2319,710,0,774.33,773,236.67,0,4642,710,773.67,223.71,434,1493,1
Hospital 538,Region 1,District 20,Instrument 2,0,3586,0,7925,0,5395,0,3351,-14842,3298,0,3576,12289,1024.08,1649,7925,-14842,3586,13320,-11491,6874,1195.33,4440,-3830.33,2291.33,16906,-4617,2817.67,111.14,693,61884,1
Hospital 538,Region 1,District 20,Instrument 3,0,1494,0,3973,0,4026,0,4121,0,2975,0,3258,19847,1653.92,747,4121,0,1494,7999,4121,6233,498,2666.33,1373.67,2077.67,9493,10354,1582.17,2054.29,693,25146,1
Hospital 538,Region 1,District 28,Instrument 2,1773,1987,1728,1743,1799,1898,1857,1772,1722,1764,2172,2934,23149,1929.08,1786,2934,1722,5488,5440,5351,6870,1829.33,1813.33,1783.67,2290,10928,12221,1821.33,2017,579,33517,1
Hospital 538,Region 1,District 28,Instrument 3,63,10,20,21,45,41,-7,27,16,16,16,26,294,24.5,20.5,63,-7,93,107,36,58,31,35.67,12,19.33,200,94,33.33,19.29,579,12570,1
Hospital 538,Region 1,District 28,Instrument 4,1102,1083,1084,1066,1075,1399,853,927,923,942,933,0,11387,948.92,1004,1399,0,3269,3540,2703,1875,1089.67,1180,901,625,6809,4578,1134.83,853.86,579,1170,1
Hospital 538,Region 1,District 41,Instrument 2,713,684,1202,1336,1015,1159,-1359,1226,1142,867,1240,1162,10387,865.58,1150.5,1336,-1359,2599,3510,1009,3269,866.33,1170,336.33,1089.67,6109,4278,1018.17,776.71,381,1560,1
Hospital 538,Region 1,District 41,Instrument 3,385,351,698,691,996,626,669,745,712,700,654,623,7850,654.17,680,996,351,1434,2313,2126,1977,478,771,708.67,659,3747,4103,624.5,675.57,381,180,1
Hospital 54,Region 2,District 10,Instrument 2,784,936,810,847,855,984,944,450,918,809,736,956,10029,835.75,851,984,450,2530,2686,2312,2501,843.33,895.33,770.67,833.67,5216,4813,869.33,828.14,2,1777,1
Hospital 54,Region 2,District 12,Instrument 2,17569,34140,16834,15235,9779,15861,13917,11930,8664,11455,10502,14517,180403,15033.58,14217,34140,8664,68543,40875,34511,36474,22847.67,13625,11503.67,12158,109418,70985,18236.33,12406.57,673,216000,1
Hospital 54,Region 2,District 15,Instrument 2,916,799,557,185,3173,2930,2808,3464,2887,3015,3127,2931,26792,2232.67,2908.5,3464,185,2272,6288,9159,9073,757.33,2096,3053,3024.33,8560,18232,1426.67,3023.14,35,40524,1
Hospital 54,Region 2,District 15,Instrument 5,380,381,381,381,0,0,0,0,0,0,0,0,1523,126.92,0,381,0,1142,381,0,0,380.67,127,0,0,1523,0,253.83,0,35,4800,1
Hospital 54,Region 2,District 15,Instrument 7,2034,2188,2055,2071,0,0,0,0,0,0,0,0,8348,695.67,0,2188,0,6277,2071,0,0,2092.33,690.33,0,0,8348,0,1391.33,0,35,2340,1
Hospital 54,Region 2,District 16,Instrument 2,336,430,404,328,308,308,311,358,306,446,340,340,4215,351.25,338,446,306,1170,944,975,1126,390,314.67,325,375.33,2114,2101,352.33,344.14,26,5460,1
Hospital 54,Region 2,District 17,Instrument 2,933,955,950,863,632,520,1287,946,845,824,896,819,10470,872.5,879.5,1287,520,2838,2015,3078,2539,946,671.67,1026,846.33,4853,5617,808.83,876.71,31,5442,1
Hospital 54,Region 2,District 18,Instrument 2,11220,10751,10671,11162,11106,11305,11435,10265,9753,9379,9003,6306,122356,10196.33,10711,11435,6306,32642,33573,31453,24688,10880.67,11191,10484.33,8229.33,66215,56141,11035.83,9635.14,24,186840,1
Hospital 54,Region 2,District 18,Instrument 3,4,4,4,4,4,10,4,377,753,937,1250,4825,8176,681.33,7,4825,4,12,18,1134,7012,4,6,378,2337.33,30,8146,5,1165.14,24,18019,1
Hospital 54,Region 2,District 19,Instrument 2,1079,1241,1036,1181,1147,1084,1044,1083,995,1019,1017,996,12922,1076.83,1061.5,1241,995,3356,3412,3122,3032,1118.67,1137.33,1040.67,1010.67,6768,6154,1128,1034,228,30438,1
Hospital 54,Region 2,District 20,Instrument 2,0,31654,0,-1803,0,9524,0,9338,0,7251,0,7968,63932,5327.67,0,31654,-1803,31654,7721,9338,15219,10551.33,2573.67,3112.67,5073,39375,24557,6562.5,4868.71,411,10974,1
Hospital 54,Region 2,District 20,Instrument 3,0,786,0,39,0,10187,0,11504,0,16798,0,11316,50630,4219.17,19.5,16798,0,786,10226,11504,28114,262,3408.67,3834.67,9371.33,11012,39618,1835.33,7115,411,2580,1
Hospital 54,Region 2,District 25,Instrument 2,2976,3137,3283,2779,2912,2841,3099,2862,2657,3110,3455,3455,36566,3047.17,3037.5,3455,2657,9396,8532,8618,10020,3132,2844,2872.67,3340,17928,18638,2988,3068.43,108,11666,1
Hospital 54,Region 2,District 28,Instrument 8,14612,14471,13905,10903,3802,-3950,0,0,0,0,0,0,53743,4478.58,0,14612,-3950,42988,10755,0,0,14329.33,3585,0,0,53743,0,8957.17,-564.29,2474,6100,1
Hospital 54,Region 2,District 29,Instrument 2,797,888,549,797,761,804,717,786,727,691,744,440,8701,725.08,752.5,888,440,2234,2362,2230,1875,744.67,787.33,743.33,625,4596,4105,766,701.29,1,4698,1
Hospital 54,Region 2,District 3,Instrument 2,2557,2582,2582,2850,2258,2564,2705,2436,1850,1740,1822,2186,28132,2344.33,2496.5,2850,1740,7721,7672,6991,5748,2573.67,2557.33,2330.33,1916,15393,12739,2565.5,2186.14,52,42900,1
Hospital 54,Region 2,District 31,Instrument 2,49,51,52,57,57,54,57,62,56,56,56,56,663,55.25,56,62,49,152,168,175,168,50.67,56,58.33,56,320,343,53.33,56.71,22,792,1
Hospital 54,Region 2,District 32,Instrument 2,365,442,401,293,416,382,388,398,331,442,457,409,4724,393.67,399.5,457,293,1208,1091,1117,1308,402.67,363.67,372.33,436,2299,2425,383.17,401,9,13776,1
Hospital 54,Region 2,District 34,Instrument 2,295,259,258,379,322,254,229,249,288,307,351,236,3427,285.58,273.5,379,229,812,955,766,894,270.67,318.33,255.33,298,1767,1660,294.5,273.43,11,2002,1
Hospital 54,Region 2,District 34,Instrument 3,48,34,43,56,41,51,36,36,36,36,68,69,554,46.17,42,69,34,125,148,108,173,41.67,49.33,36,57.67,273,281,45.5,47.43,11,1008,1
Hospital 54,Region 2,District 37,Instrument 2,5969,9739,7247,8910,7859,7723,8637,8116,6575,7309,1935,3770,83789,6982.42,7516,9739,1935,22955,24492,23328,13014,7651.67,8164,7776,4338,47447,36342,7907.83,6295,29,49950,1
Hospital 54,Region 2,District 38,Instrument 2,306,201,201,0,499,218,277,263,188,208,145,216,2722,226.83,212,499,0,708,717,728,569,236,239,242.67,189.67,1425,1297,237.5,216.43,2,4608,1
Hospital 54,Region 2,District 39,Instrument 2,5166,4880,4876,4880,4625,4975,4974,5194,5517,4884,5464,4895,60330,5027.5,4934.5,5517,4625,14922,14480,15685,15243,4974,4826.67,5228.33,5081,29402,30928,4900.33,5129,19,8020,1
Hospital 54,Region 2,District 4,Instrument 2,7405,7303,6092,5496,5748,6180,6496,6233,5053,5797,5480,5504,72787,6065.58,5944.5,7405,5053,20800,17424,17782,16781,6933.33,5808,5927.33,5593.67,38224,34563,6370.67,5820.43,103,124416,1
Hospital 54,Region 2,District 41,Instrument 2,5533,6003,6178,6077,4976,6372,7025,6809,5992,6175,6579,6979,74698,6224.83,6176.5,7025,4976,17714,17425,19826,19733,5904.67,5808.33,6608.67,6577.67,35139,39559,5856.5,6561.57,220,62496,1
Hospital 54,Region 2,District 41,Instrument 3,4748,4748,3984,4412,4519,3935,4138,3970,4209,4031,4236,4146,51076,4256.33,4177.5,4748,3935,13480,12866,12317,12413,4493.33,4288.67,4105.67,4137.67,26346,24730,4391,4095,220,21087,1
Hospital 54,Region 2,District 41,Instrument 5,28,36,28,53,55,258,125,141,129,140,140,149,1282,106.83,127,258,28,92,366,395,429,30.67,122,131.67,143,458,824,76.33,154.57,220,30360,1
Hospital 54,Region 2,District 44,Instrument 2,4226,4230,3875,3333,5785,6376,6340,4792,5014,4907,5164,5937,59979,4998.25,4960.5,6376,3333,12331,15494,16146,16008,4110.33,5164.67,5382,5336,27825,32154,4637.5,5504.29,3640,51504,1
Hospital 54,Region 2,District 45,Instrument 2,1348,1331,1441,2026,1305,1320,865,796,947,943,735,797,13854,1154.5,1126,2026,735,4120,4651,2608,2475,1373.33,1550.33,869.33,825,8771,5083,1461.83,914.71,65,36864,1
Hospital 54,Region 2,District 46,Instrument 2,0,0,0,1731,1731,1964,2777,2777,2777,3405,4109,3458,24729,2060.75,2370.5,4109,0,0,5426,8331,10972,0,1808.67,2777,3657.33,5426,19303,904.33,3038.14,193,51000,1
Hospital 54,Region 2,District 48,Instrument 2,1272,1211,1139,1172,1165,1061,1288,1245,1275,1250,1488,1416,14982,1248.5,1247.5,1488,1061,3622,3398,3808,4154,1207.33,1132.67,1269.33,1384.67,7020,7962,1170,1289,212,18416,1
Hospital 54,Region 2,District 49,Instrument 2,304,452,240,182,137,148,230,127,165,161,172,225,2543,211.92,177,452,127,996,467,522,558,332,155.67,174,186,1463,1080,243.83,175.43,2,6528,1
Hospital 54,Region 2,District 8,Instrument 2,1875,1861,1793,2136,2060,2340,1695,1681,1606,1566,2062,1942,22617,1884.75,1868,2340,1566,5529,6536,4982,5570,1843,2178.67,1660.67,1856.67,12065,10552,2010.83,1841.71,53,37603,1
Hospital 54,Region 2,District 9,Instrument 2,0,0,16495,7614,7614,7614,7614,7614,7614,7614,7614,7614,85021,7085.08,7614,16495,0,16495,22842,22842,22842,5498.33,7614,7614,7614,39337,45684,6556.17,7614,46,7075,1
Hospital 540,Region 4,District 13,Instrument 2,11264,-7035,13396,17156,15981,19552,22309,19670,19439,19703,19993,20606,192034,16002.83,19495.5,22309,-7035,17625,52689,61418,60302,5875,17563,20472.67,20100.67,70314,121720,11719,20181.71,1479.5,125136,1
Hospital 540,Region 4,District 13,Instrument 3,4990,-1517,5906,5941,5930,4623,7739,7781,5179,6926,7356,6407,67261,5605.08,5935.5,7781,-1517,9379,16494,20699,20689,3126.33,5498,6899.67,6896.33,25873,41388,4312.17,6573,1479.5,197477,1
Hospital 540,Region 4,District 13,Instrument 4,5238,-1274,4293,4401,4471,0,0,0,0,0,0,0,17129,1427.42,0,5238,-1274,8257,8872,0,0,2752.33,2957.33,0,0,17129,0,2854.83,0,1479.5,65799,1
Hospital 540,Region 4,District 20,Instrument 2,-29454,0,6145,0,2664,-11269,5989,16,5547,0,4037,0,-16325,-1360.42,8,6145,-29454,-23309,-8605,11552,4037,-7769.67,-2868.33,3850.67,1345.67,-31914,15589,-5319,617.14,1532,158176,1
Hospital 540,Region 4,District 20,Instrument 3,73844,0,81888,0,77914,2,79426,0,81977,0,81274,0,476325,39693.75,36923,81977,0,155732,77916,161403,81274,51910.67,25972,53801,27091.33,233648,242677,38941.33,34668.43,1532,280032,1
Hospital 540,Region 4,District 20,Instrument 8,0,0,0,0,1727,0,0,0,0,0,0,0,1727,143.92,0,1727,0,0,1727,0,0,0,575.67,0,0,1727,0,287.83,0,1532,56500,1
Hospital 540,Region 4,District 28,Instrument 2,424,398,419,428,464,490,460,457,443,482,514,573,5552,462.67,458.5,573,398,1241,1382,1360,1569,413.67,460.67,453.33,523,2623,2929,437.17,488.43,13,17226,1
Hospital 540,Region 4,District 28,Instrument 3,66,50,67,52,53,53,52,52,54,56,56,56,667,55.58,53.5,67,50,183,158,158,168,61,52.67,52.67,56,341,326,56.83,54.14,13,1728,1
Hospital 540,Region 4,District 28,Instrument 4,144,126,125,115,110,98,105,120,127,118,115,0,1303,108.58,116.5,144,0,395,323,352,233,131.67,107.67,117.33,77.67,718,585,119.67,97.57,13,4620,1
Hospital 540,Region 4,District 34,Instrument 2,364,432,292,368,378,300,487,253,313,272,456,266,4181,348.42,338.5,487,253,1088,1046,1053,994,362.67,348.67,351,331.33,2134,2047,355.67,335.29,29,1260,1
Hospital 540,Region 4,District 34,Instrument 3,73,73,73,73,71,71,71,45,68,62,62,65,807,67.25,71,73,45,219,215,184,189,73,71.67,61.33,63,434,373,72.33,63.43,29,3240,1
Hospital 540,Region 4,District 4,Instrument 2,0,0,0,0,0,0,0,0,29,415,1030,1398,2872,239.33,0,1398,0,0,0,29,2843,0,0,9.67,947.67,0,2872,0,410.29,295,24072,1
Hospital 540,Region 4,District 41,Instrument 2,732,732,800,466,745,886,1025,920,769,930,729,719,9453,787.75,757,1025,466,2264,2097,2714,2378,754.67,699,904.67,792.67,4361,5092,726.83,854,80,13933,1
Hospital 540,Region 4,District 41,Instrument 3,1783,1767,1558,1484,1557,1365,1402,1521,1995,1495,1613,1420,18960,1580,1539,1995,1365,5108,4406,4918,4528,1702.67,1468.67,1639.33,1509.33,9514,9446,1585.67,1544.43,80,7440,1
Hospital 540,Region 4,District 41,Instrument 5,141,169,287,157,195,195,195,204,151,204,204,191,2293,191.08,195,287,141,597,547,550,599,199,182.33,183.33,199.67,1144,1149,190.67,192,80,7200,1
Hospital 541,Region 4,District 41,Instrument 3,2515,2515,2539,2426,2328,2643,2621,2123,2082,2124,2022,1270,27208,2267.33,2377,2643,1270,7569,7397,6826,5416,2523,2465.67,2275.33,1805.33,14966,12242,2494.33,2126.43,3825,5880,1
Hospital 541,Region 4,District 41,Instrument 5,12,16,13,13,13,13,13,12,13,13,13,13,157,13.08,13,16,12,41,39,38,39,13.67,13,12.67,13,80,77,13.33,12.86,3825,35401,1
Hospital 542,Region 3,District 13,Instrument 2,30204,31046,32025,28844,28798,25186,24763,25100,24049,26135,23931,29376,329457,27454.75,27466.5,32025,23931,93275,82828,73912,79442,31091.67,27609.33,24637.33,26480.67,176103,153354,29350.5,25505.71,10,678603,1
Hospital 542,Region 3,District 13,Instrument 3,1590,1606,1533,1574,1692,7385,8731,9294,3025,2958,2986,5075,47449,3954.08,2972,9294,1533,4729,10651,21050,11019,1576.33,3550.33,7016.67,3673,15380,32069,2563.33,5636.29,10,43391,1
Hospital 542,Region 3,District 13,Instrument 5,4186,4096,4144,4621,3927,4477,4607,4363,3804,4183,4399,4704,51511,4292.58,4274.5,4704,3804,12426,13025,12774,13286,4142,4341.67,4258,4428.67,25451,26060,4241.83,4362.43,10,141483,1
Hospital 542,Region 3,District 20,Instrument 2,0,1486,55,1670,30,1620,0,1529,0,1557,0,1560,9507,792.25,770.5,1670,0,1541,3320,1529,3117,513.67,1106.67,509.67,1039,4861,4646,810.17,895.14,118,1607,1
Hospital 542,Region 3,District 20,Instrument 3,0,1100,8,2135,3,1424,0,1276,0,1111,0,1502,8559,713.25,554,2135,0,1108,3562,1276,2613,369.33,1187.33,425.33,871,4670,3889,778.33,759,118,552,1
Hospital 543,Region 4,District 13,Instrument 3,982,1263,896,2047,857,-988,237,287,439,497,244,329,7090,590.83,468,2047,-988,3141,1916,963,1070,1047,638.67,321,356.67,5057,2033,842.83,149.29,210,2544,1
Hospital 543,Region 4,District 2,Instrument 2,0,0,0,97,104,0,0,320,141,109,123,88,982,81.83,92.5,320,0,0,201,461,320,0,67,153.67,106.67,201,781,33.5,111.57,77,5313,1
Hospital 543,Region 4,District 20,Instrument 2,40241,27251,38077,28565,33876,33714,28017,24822,31159,23435,17682,29402,356241,29686.75,28983.5,40241,17682,105569,96155,83998,70519,35189.67,32051.67,27999.33,23506.33,201724,154517,33620.67,26890.14,8339,239382,1
Hospital 543,Region 4,District 20,Instrument 3,6200,4011,23873,29491,2259,31303,3124,28758,3211,19415,3033,18973,173651,14470.92,12586.5,31303,2259,34084,63053,35093,41421,11361.33,21017.67,11697.67,13807,97137,76514,16189.5,15402.43,8339,280790,1
Hospital 543,Region 4,District 20,Instrument 7,2428,956,3924,6227,2420,4851,2186,24462,2366,30615,2173,28127,110735,9227.92,3176,30615,956,7308,13498,29014,60915,2436,4499.33,9671.33,20305,20806,89929,3467.67,13540,8339,74756,1
Hospital 543,Region 4,District 20,Instrument 8,0,0,0,0,6,6,4,6,4,6,20,6,58,4.83,5,20,0,0,12,14,32,0,4,4.67,10.67,12,46,2,7.43,8339,5550633,1
Hospital 543,Region 4,District 32,Instrument 2,1502,1822,1365,1372,1714,2343,1964,1762,1549,1599,2571,2075,21638,1803.17,1738,2571,1365,4689,5429,5275,6245,1563,1809.67,1758.33,2081.67,10118,11520,1686.33,1980.43,72,5760,1
Hospital 543,Region 4,District 32,Instrument 3,291,347,365,323,357,319,330,361,339,332,364,329,4057,338.08,335.5,365,291,1003,999,1030,1025,334.33,333,343.33,341.67,2002,2055,333.67,339.14,72,1200,1
Hospital 543,Region 4,District 32,Instrument 5,622,587,632,583,665,627,685,632,571,658,690,883,7835,652.92,632,883,571,1841,1875,1888,2231,613.67,625,629.33,743.67,3716,4119,619.33,678,72,51000,1
Hospital 543,Region 4,District 34,Instrument 2,809,996,831,746,827,904,846,920,910,794,713,790,10086,840.5,829,996,713,2636,2477,2676,2297,878.67,825.67,892,765.67,5113,4973,852.17,839.57,107,10848,1
Hospital 543,Region 4,District 34,Instrument 3,51,56,77,52,933,54,54,66,55,63,98,75,1634,136.17,59.5,933,51,184,1039,175,236,61.33,346.33,58.33,78.67,1223,411,203.83,66.43,107,5160,1
Hospital 543,Region 4,District 34,Instrument 4,6,1,2,2,2,2,2,2,0,0,0,0,19,1.58,2,6,0,9,6,4,0,3,2,1.33,0,15,4,2.5,0.86,107,168,1
Hospital 543,Region 4,District 34,Instrument 5,8,8,8,8,8,8,8,8,57,60,63,57,301,25.08,8,63,8,24,24,73,180,8,8,24.33,60,48,253,8,37.29,107,540,1
Hospital 543,Region 4,District 48,Instrument 7,0,0,0,0,0,5107,5532,6314,3078,7224,5783,6903,39941,3328.42,4092.5,7224,0,0,5107,14924,19910,0,1702.33,4974.67,6636.67,5107,34834,851.17,5705.86,21,41136,1
Hospital 545,Region 1,District 18,Instrument 7,357,355,360,360,359,359,357,359,359,358,358,353,4294,357.83,358.5,360,353,1072,1078,1075,1069,357.33,359.33,358.33,356.33,2150,2144,358.33,357.57,2,5790,1
Hospital 547,Region 3,District 13,Instrument 2,209,237,237,247,262,222,301,323,301,332,353,322,3346,278.83,281.5,353,209,683,731,925,1007,227.67,243.67,308.33,335.67,1414,1932,235.67,307.71,4180,4758,1
Hospital 549,Region 4,District 20,Instrument 2,114609,34984,104797,70542,93981,30548,9361,500,3892,655,1951,759,466579,38881.58,19954.5,114609,500,254390,195071,13753,3365,84796.67,65023.67,4584.33,1121.67,449461,17118,74910.17,6809.43,5507,18720,1
Hospital 549,Region 4,District 20,Instrument 3,38703,31452,31440,31598,25495,32639,13175,22803,8140,15481,4838,2868,258632,21552.67,24149,38703,2868,101595,89732,44118,23187,33865,29910.67,14706,7729,191327,67305,31887.83,14277.71,5507,1200,1
Hospital 549,Region 4,District 20,Instrument 7,5304,5195,684,5627,641,4056,640,4355,638,3605,645,4643,36033,3002.75,3830.5,5627,638,11183,10324,5633,8893,3727.67,3441.33,1877.67,2964.33,21507,14526,3584.5,2654.57,5507,29400,1
Hospital 549,Region 4,District 20,Instrument 8,0,0,0,0,13,0,0,0,0,0,0,0,13,1.08,0,13,0,0,13,0,0,0,4.33,0,0,13,0,2.17,0,5507,17450,1
Hospital 553,Region 1,District 13,Instrument 2,2368,2296,2262,2116,2688,2874,2843,3167,2178,2160,1986,2865,29803,2483.58,2332,3167,1986,6926,7678,8188,7011,2308.67,2559.33,2729.33,2337,14604,15199,2434,2581.86,247,25500,1
Hospital 555,Region 5,District 39,Instrument 2,25233,25631,27368,44470,41465,44745,44522,44989,44731,46493,48898,67070,505615,42134.58,44626.5,67070,25233,78232,130680,134242,162461,26077.33,43560,44747.33,54153.67,208912,296703,34818.67,48778.29,161,134738,1
Hospital 555,Region 5,District 39,Instrument 7,10992,10977,11315,10959,9401,9596,35022,14341,16854,15547,10690,14497,170191,14182.58,11153.5,35022,9401,33284,29956,66217,40734,11094.67,9985.33,22072.33,13578,63240,106951,10540,16649.57,161,46213,1
Hospital 556,Region 1,District 18,Instrument 3,0,0,0,0,0,0,0,278,-250,765,691,-278,1206,100.5,0,765,-278,0,0,28,1178,0,0,9.33,392.67,0,1206,0,172.29,9,44376,1
Hospital 558,Region 5,District 29,Instrument 5,4367,2961,3182,3958,4344,4335,4299,4235,4171,4595,21468,5921,67836,5653,4317,21468,2961,10510,12637,12705,31984,3503.33,4212.33,4235,10661.33,23147,44689,3857.83,7003.43,9079,29448,1
Hospital 56,Region 1,District 18,Instrument 2,3295,3532,3387,3487,3458,3757,3706,3546,3783,3711,3618,3814,43094,3591.17,3582,3814,3295,10214,10702,11035,11143,3404.67,3567.33,3678.33,3714.33,20916,22178,3486,3705,297,1001,1
Hospital 56,Region 1,District 20,Instrument 2,19535,0,21622,0,16069,0,17436,0,15691,0,11368,0,101721,8476.75,5684,21622,0,41157,16069,33127,11368,13719,5356.33,11042.33,3789.33,57226,44495,9537.67,6356.43,923,72000,1
Hospital 56,Region 1,District 20,Instrument 3,9899,0,9053,0,6854,0,7903,0,6979,0,5761,0,46449,3870.75,2880.5,9899,0,18952,6854,14882,5761,6317.33,2284.67,4960.67,1920.33,25806,20643,4301,2949,923,64117,1
Hospital 56,Region 1,District 41,Instrument 2,616,616,697,584,601,827,794,850,526,880,813,733,8537,711.42,715,880,526,1929,2012,2170,2426,643,670.67,723.33,808.67,3941,4596,656.83,774.71,1000,31020,1
Hospital 56,Region 1,District 41,Instrument 3,1264,1264,1123,908,1029,940,1064,1719,1917,1000,911,1248,14387,1198.92,1093.5,1917,908,3651,2877,4700,3159,1217,959,1566.67,1053,6528,7859,1088,1257,1000,31020,1
