District_ID,Instrument_ID,Annual_Projected_Revenue
District 20,Instrument 2,15810
District 20,Instrument 3,9462
District 28,Instrument 2,61692
District 28,Instrument 4,504
District 32,Instrument 2,34560
District 32,Instrument 3,2700
District 32,Instrument 5,27000
District 41,Instrument 2,36420
District 41,Instrument 3,27564
District 41,Instrument 5,24000
District 13,Instrument 2,7245
District 15,Instrument 2,13650
District 20,Instrument 2,160308
District 20,Instrument 3,45936
District 28,Instrument 2,24536
District 28,Instrument 3,20427
District 28,Instrument 4,7005
District 41,Instrument 2,21720
District 41,Instrument 3,3780
District 41,Instrument 5,2700
District 28,Instrument 2,8904
District 28,Instrument 3,11616
District 13,Instrument 2,13244
District 13,Instrument 4,3596
District 13,Instrument 5,6930
District 20,Instrument 2,804
District 20,Instrument 3,552
District 20,Instrument 7,47358
District 34,Instrument 2,240
District 41,Instrument 2,599200
District 41,Instrument 3,466453
District 41,Instrument 5,724575
District 41,Instrument 8,17418
District 10,Instrument 2,31077
District 10,Instrument 3,112858
District 13,Instrument 2,432648
District 13,Instrument 3,246902
District 13,Instrument 5,149304
District 18,Instrument 2,4892
District 32,Instrument 2,31500
District 32,Instrument 3,3420
District 32,Instrument 5,6000
District 41,Instrument 3,14400
District 48,Instrument 2,13104
District 13,Instrument 2,4212
District 13,Instrument 3,282
District 20,Instrument 2,2374
District 20,Instrument 3,3189
District 28,Instrument 3,3061
District 41,Instrument 2,480
District 10,Instrument 2,36061
District 13,Instrument 2,1735
District 13,Instrument 4,936
District 20,Instrument 2,22428
District 20,Instrument 3,88386
District 32,Instrument 2,33600
District 32,Instrument 5,42000
District 41,Instrument 2,7800
District 41,Instrument 3,9750
District 20,Instrument 3,36300
District 34,Instrument 2,121797
District 34,Instrument 3,50418
District 34,Instrument 5,15360
District 13,Instrument 2,6978
District 13,Instrument 4,4896
District 13,Instrument 5,7530
District 20,Instrument 2,22577
District 20,Instrument 3,1908
District 8,Instrument 2,3348
District 20,Instrument 2,27060
District 20,Instrument 3,8400
District 41,Instrument 2,25200
District 41,Instrument 3,6492
District 41,Instrument 5,600
District 39,Instrument 2,3821
District 39,Instrument 4,798
District 39,Instrument 7,421
District 17,Instrument 2,23201
District 18,Instrument 7,28289
District 12,Instrument 2,48720
District 12,Instrument 3,27990
District 13,Instrument 2,7680
District 13,Instrument 3,120
District 13,Instrument 5,2268
District 15,Instrument 2,9240
District 15,Instrument 3,625
District 20,Instrument 2,39204
District 20,Instrument 3,424552
District 28,Instrument 2,19538
District 28,Instrument 3,1932
District 28,Instrument 7,10447
District 32,Instrument 2,40200
District 32,Instrument 3,30150
District 32,Instrument 5,4800
District 34,Instrument 2,9600
District 34,Instrument 3,8760
District 13,Instrument 2,480
District 20,Instrument 2,22680
District 20,Instrument 3,66182
District 41,Instrument 2,92393
District 41,Instrument 3,112320
District 41,Instrument 5,15680
District 28,Instrument 2,4164
District 28,Instrument 3,4680
District 13,Instrument 3,29276
District 13,Instrument 5,243450
District 39,Instrument 2,52795
District 39,Instrument 4,27839
District 39,Instrument 7,62076
District 13,Instrument 2,2610
District 13,Instrument 2,37782
District 13,Instrument 5,32364
District 20,Instrument 2,41964
District 20,Instrument 3,19922
District 20,Instrument 7,234
District 20,Instrument 8,120
District 41,Instrument 2,27000
District 41,Instrument 3,12642
District 39,Instrument 7,30054
District 20,Instrument 2,402
District 13,Instrument 2,34968
District 13,Instrument 3,5394
District 13,Instrument 5,20976
District 20,Instrument 3,2110
District 13,Instrument 3,23682
District 18,Instrument 3,58710
District 39,Instrument 7,2503
District 41,Instrument 2,2244
District 41,Instrument 3,4485
District 41,Instrument 5,180
District 13,Instrument 2,24370
District 13,Instrument 3,66305
District 13,Instrument 4,15780
District 20,Instrument 2,32189
District 20,Instrument 3,1379
District 20,Instrument 2,4722
District 20,Instrument 3,3900
District 12,Instrument 2,160650
District 12,Instrument 3,69628
District 13,Instrument 2,386190
District 13,Instrument 3,213184
District 13,Instrument 4,69300
District 20,Instrument 2,55308
District 20,Instrument 3,115776
District 28,Instrument 2,92743
District 28,Instrument 3,49622
District 28,Instrument 4,30893
District 41,Instrument 2,72604
District 41,Instrument 3,23915
District 41,Instrument 5,29700
District 44,Instrument 2,170588
District 44,Instrument 3,51751
District 8,Instrument 2,24510
District 13,Instrument 2,240
District 13,Instrument 3,480
District 13,Instrument 5,10716
District 17,Instrument 2,1264
District 17,Instrument 3,173
District 31,Instrument 2,35573
District 41,Instrument 2,59607
District 41,Instrument 3,42011
District 13,Instrument 2,768476
District 13,Instrument 3,144462
District 15,Instrument 2,43248
District 15,Instrument 5,19500
District 15,Instrument 7,19800
District 28,Instrument 2,48750
District 28,Instrument 3,1692
District 34,Instrument 2,21228
District 34,Instrument 3,2289
District 34,Instrument 4,288
District 41,Instrument 2,59402
District 41,Instrument 3,17400
District 41,Instrument 5,30876
District 41,Instrument 8,1440
District 10,Instrument 2,19882
District 10,Instrument 3,1263
District 10,Instrument 7,2436
District 12,Instrument 2,377712
District 12,Instrument 3,469578
District 13,Instrument 2,2124953
District 13,Instrument 3,326568
District 13,Instrument 4,2100
District 13,Instrument 5,1149307
District 13,Instrument 8,72197
District 17,Instrument 2,6468
District 18,Instrument 2,92736
District 18,Instrument 3,92736
District 18,Instrument 5,664
District 18,Instrument 7,2934
District 20,Instrument 2,44838
District 20,Instrument 3,7434
District 20,Instrument 7,2700
District 20,Instrument 8,48570
District 25,Instrument 2,30744
District 25,Instrument 3,2796
District 28,Instrument 2,64326
District 28,Instrument 3,1050
District 28,Instrument 8,2636
District 3,Instrument 2,68742
District 32,Instrument 2,70038
District 32,Instrument 8,7830
District 37,Instrument 2,4824
District 37,Instrument 3,2670
District 4,Instrument 2,38052
District 40,Instrument 2,11232
District 41,Instrument 2,251790
District 41,Instrument 3,191285
District 41,Instrument 5,10418
District 41,Instrument 8,152100
District 44,Instrument 2,54912
District 44,Instrument 3,20280
District 46,Instrument 2,6030
District 46,Instrument 3,834
District 8,Instrument 2,18694
District 13,Instrument 2,67999
District 13,Instrument 3,1728
District 20,Instrument 2,8957
District 20,Instrument 3,5160
District 20,Instrument 7,7200
District 41,Instrument 2,34200
District 41,Instrument 3,28575
District 41,Instrument 5,26700
District 39,Instrument 2,49801
District 39,Instrument 7,7148
District 13,Instrument 2,6912
District 13,Instrument 5,300
District 20,Instrument 2,51492
District 20,Instrument 3,8232
District 15,Instrument 2,200190
District 20,Instrument 2,199
District 13,Instrument 5,42827
District 20,Instrument 2,181782
District 20,Instrument 3,66867
District 20,Instrument 7,234
District 20,Instrument 8,138192
District 28,Instrument 2,100229
District 28,Instrument 3,32297
District 28,Instrument 4,29916
District 28,Instrument 8,28254
District 41,Instrument 2,57666
District 41,Instrument 3,6448
District 41,Instrument 5,10905
District 13,Instrument 2,30240
District 13,Instrument 5,6098
District 32,Instrument 2,4200
District 32,Instrument 3,840
District 41,Instrument 2,5220
District 41,Instrument 3,1050
District 29,Instrument 3,4441
District 13,Instrument 8,5840092
District 20,Instrument 2,14496
District 20,Instrument 3,5040
District 28,Instrument 2,78000
District 28,Instrument 3,54600
District 28,Instrument 8,2079607
District 41,Instrument 2,8064
District 41,Instrument 3,9408
District 13,Instrument 2,5337
District 13,Instrument 3,6516
District 13,Instrument 5,31776
District 20,Instrument 2,74520
District 20,Instrument 3,36840
District 28,Instrument 2,28080
District 28,Instrument 3,22578
District 4,Instrument 2,37440
District 41,Instrument 2,31187
District 41,Instrument 3,15601
District 13,Instrument 2,357191
District 13,Instrument 3,78866
District 13,Instrument 5,382518
District 20,Instrument 2,145221
District 20,Instrument 3,25528
District 20,Instrument 7,6000
District 28,Instrument 2,2880
District 28,Instrument 3,1440
District 28,Instrument 5,3500
District 41,Instrument 3,33600
District 13,Instrument 2,213269
District 13,Instrument 3,30078
District 13,Instrument 4,27990
District 13,Instrument 5,233558
District 13,Instrument 2,207456
District 13,Instrument 3,50876
District 17,Instrument 2,18888
District 17,Instrument 3,2317
District 18,Instrument 2,8468
District 18,Instrument 7,14163
District 19,Instrument 2,138
District 19,Instrument 5,480
District 20,Instrument 2,141645
District 20,Instrument 3,12795
District 34,Instrument 2,9300
District 34,Instrument 3,1200
District 34,Instrument 5,1500
District 34,Instrument 7,720
District 39,Instrument 7,52557
District 4,Instrument 2,353280
District 41,Instrument 2,256116
District 41,Instrument 3,26424
District 41,Instrument 5,33623
District 13,Instrument 2,182646
District 13,Instrument 3,108144
District 13,Instrument 4,135000
District 13,Instrument 5,581508
District 20,Instrument 2,114394
District 20,Instrument 3,55110
District 20,Instrument 2,215064
District 20,Instrument 3,48379
District 20,Instrument 7,9600
District 41,Instrument 2,16332
District 41,Instrument 3,9450
District 41,Instrument 5,10980
District 13,Instrument 2,5280
District 18,Instrument 2,790
District 29,Instrument 2,711940
District 29,Instrument 3,503868
District 20,Instrument 2,18318
District 20,Instrument 3,240
District 32,Instrument 2,24120
District 32,Instrument 3,792
District 34,Instrument 2,11102
District 34,Instrument 3,8139
District 34,Instrument 4,192
District 34,Instrument 5,3600
District 10,Instrument 2,3684
District 13,Instrument 2,30738
District 13,Instrument 3,3363
District 13,Instrument 4,22908
District 20,Instrument 2,14152
District 20,Instrument 3,6179
District 28,Instrument 2,94577
District 28,Instrument 3,18618
District 28,Instrument 4,225
District 15,Instrument 2,32790
District 20,Instrument 2,34751
District 20,Instrument 3,17897
District 34,Instrument 2,540
District 41,Instrument 2,2430
District 41,Instrument 3,6735
District 41,Instrument 5,6000
District 48,Instrument 2,60858
District 20,Instrument 2,804
District 20,Instrument 3,1103
District 13,Instrument 2,26338
District 13,Instrument 3,82857
District 13,Instrument 4,4680
District 13,Instrument 5,20002
District 41,Instrument 2,18624
District 41,Instrument 3,28380
District 41,Instrument 5,3600
District 13,Instrument 5,960
District 20,Instrument 2,81415
District 20,Instrument 3,3475
District 41,Instrument 2,600
District 41,Instrument 3,114
District 13,Instrument 5,7530
District 17,Instrument 2,29070
District 29,Instrument 8,84000
District 13,Instrument 2,93996
District 13,Instrument 3,8225
District 13,Instrument 4,110628
District 20,Instrument 2,223404
District 20,Instrument 3,134994
District 20,Instrument 7,12000
District 23,Instrument 2,58608
District 28,Instrument 2,12675
District 28,Instrument 3,5285
District 28,Instrument 4,21744
District 41,Instrument 2,91500
District 41,Instrument 3,94740
District 15,Instrument 2,14731
District 28,Instrument 2,3126
District 28,Instrument 3,3150
District 13,Instrument 2,60540
District 13,Instrument 3,39453
District 13,Instrument 4,480
District 20,Instrument 2,226
District 20,Instrument 3,2136
District 20,Instrument 7,720
District 3,Instrument 2,3870
District 20,Instrument 2,4018
District 39,Instrument 2,12141
District 41,Instrument 2,1332
District 41,Instrument 3,1332
District 13,Instrument 2,93240
District 13,Instrument 5,15409
District 34,Instrument 2,275353
District 34,Instrument 3,55423
District 34,Instrument 4,32562
District 34,Instrument 5,61317
District 34,Instrument 7,251712
District 34,Instrument 8,86537
District 13,Instrument 2,26640
District 13,Instrument 3,111996
District 15,Instrument 2,109200
District 15,Instrument 3,4200
District 17,Instrument 2,25466
District 18,Instrument 2,225000
District 18,Instrument 3,77978
District 18,Instrument 7,6227
District 2,Instrument 3,14190
District 20,Instrument 2,942
District 20,Instrument 3,1800
District 20,Instrument 7,150
District 21,Instrument 7,3000
District 28,Instrument 3,15468
District 34,Instrument 2,6090
District 34,Instrument 3,22603
District 34,Instrument 8,9600
District 39,Instrument 2,10251
District 39,Instrument 7,8199
District 41,Instrument 2,34416
District 41,Instrument 3,21682
District 42,Instrument 2,69000
District 48,Instrument 7,36468
District 8,Instrument 2,11981
District 18,Instrument 2,1138
District 18,Instrument 5,1993
District 2,Instrument 3,130126
District 10,Instrument 2,228106
District 10,Instrument 3,42000
District 10,Instrument 4,90000
District 10,Instrument 7,135848
District 13,Instrument 3,1199
District 20,Instrument 2,216498
District 20,Instrument 3,218931
District 20,Instrument 7,105920
District 21,Instrument 2,241500
District 21,Instrument 3,246300
District 21,Instrument 7,30600
District 39,Instrument 2,896
District 39,Instrument 7,269958
District 13,Instrument 5,1441318
District 20,Instrument 2,110244
District 20,Instrument 3,30936
District 20,Instrument 2,7781
District 20,Instrument 3,1592
District 20,Instrument 2,507
District 20,Instrument 3,14496
District 13,Instrument 2,67824
District 13,Instrument 3,3750
District 20,Instrument 2,685
District 13,Instrument 2,9000
District 13,Instrument 3,12810
District 18,Instrument 5,1661
District 20,Instrument 2,6144
District 20,Instrument 3,888
District 28,Instrument 2,142497
District 28,Instrument 3,14422
District 28,Instrument 4,34412
District 48,Instrument 2,60140
District 48,Instrument 3,7087
District 48,Instrument 8,43200
District 10,Instrument 7,29848
District 13,Instrument 2,7782990
District 13,Instrument 4,3246689
District 20,Instrument 2,111409
District 33,Instrument 2,117000
District 33,Instrument 7,1806155
District 34,Instrument 2,32100
District 34,Instrument 3,2275
District 34,Instrument 4,1092
District 39,Instrument 7,227518
District 8,Instrument 2,12750
District 13,Instrument 2,442943
District 13,Instrument 3,208935
District 17,Instrument 2,34407
District 20,Instrument 2,6270
District 20,Instrument 3,4493
District 20,Instrument 8,1800
District 32,Instrument 8,81000
District 34,Instrument 2,18468
District 34,Instrument 3,1580
District 34,Instrument 5,720
District 34,Instrument 7,2760
District 39,Instrument 7,436
District 41,Instrument 8,2340
District 13,Instrument 8,41310
District 3,Instrument 2,28715
District 41,Instrument 2,158580
District 41,Instrument 3,107430
District 13,Instrument 2,203913
District 20,Instrument 2,5049
District 20,Instrument 3,2700
District 18,Instrument 7,7847
District 34,Instrument 2,37226
District 34,Instrument 3,8840
District 34,Instrument 5,426
District 34,Instrument 7,9324
District 41,Instrument 2,51612
District 41,Instrument 3,10800
District 41,Instrument 5,68580
District 20,Instrument 2,516
District 20,Instrument 2,2812
District 20,Instrument 3,552
District 13,Instrument 2,581224
District 13,Instrument 3,349903
District 13,Instrument 5,1164295
District 13,Instrument 8,79778
District 28,Instrument 2,734230
District 28,Instrument 3,115209
District 28,Instrument 7,286945
District 13,Instrument 5,22590
District 15,Instrument 2,15096
District 15,Instrument 3,372
District 15,Instrument 5,4500
District 10,Instrument 7,1711
District 13,Instrument 2,544706
District 13,Instrument 3,291148
District 13,Instrument 4,124601
District 13,Instrument 5,22590
District 13,Instrument 8,46964
District 19,Instrument 2,12600
District 20,Instrument 2,1920
District 20,Instrument 3,20772
District 34,Instrument 7,10800
District 13,Instrument 2,2880
District 13,Instrument 3,238
District 13,Instrument 4,825
District 28,Instrument 3,11400
District 28,Instrument 8,147630
District 18,Instrument 7,4410
District 34,Instrument 2,2172
District 41,Instrument 2,1728
District 41,Instrument 3,480
District 13,Instrument 2,20306
District 13,Instrument 3,17676
District 13,Instrument 5,10656
District 20,Instrument 2,804
District 20,Instrument 3,6000
District 13,Instrument 2,126024
District 13,Instrument 3,78468
District 34,Instrument 2,31123
District 34,Instrument 3,13528
District 34,Instrument 5,780
District 34,Instrument 7,8400
District 20,Instrument 2,3564
District 20,Instrument 3,1620
District 20,Instrument 7,2400
District 20,Instrument 2,15030
District 20,Instrument 3,2298
District 13,Instrument 2,7533
District 13,Instrument 3,3796
District 20,Instrument 2,756
District 20,Instrument 3,132300
District 12,Instrument 2,19662
District 12,Instrument 3,13062
District 13,Instrument 2,23220
District 13,Instrument 5,39623
District 15,Instrument 2,9600
District 20,Instrument 3,1643
District 28,Instrument 5,7996
District 28,Instrument 7,119447
District 32,Instrument 2,25170
District 32,Instrument 3,22416
District 34,Instrument 7,660
District 41,Instrument 2,156909
District 41,Instrument 3,42619
District 41,Instrument 5,10230
District 13,Instrument 2,298620
District 13,Instrument 3,27804
District 28,Instrument 2,98439
District 28,Instrument 3,7921
District 28,Instrument 4,13005
District 2,Instrument 3,145256
District 2,Instrument 8,8202
District 13,Instrument 3,79236
District 13,Instrument 4,24024
District 20,Instrument 2,48012
District 20,Instrument 3,69096
District 28,Instrument 2,122310
District 28,Instrument 3,41177
District 28,Instrument 4,40083
District 28,Instrument 5,8994
District 32,Instrument 2,4320
District 32,Instrument 3,10845
District 32,Instrument 4,311
District 34,Instrument 2,31860
District 34,Instrument 5,7380
District 34,Instrument 7,4560
District 4,Instrument 2,33972
District 41,Instrument 2,18765
District 41,Instrument 3,84519
District 41,Instrument 5,55752
District 8,Instrument 2,36398
District 20,Instrument 2,402
District 20,Instrument 3,1344
District 18,Instrument 7,1864
District 32,Instrument 2,20880
District 32,Instrument 3,5220
District 32,Instrument 5,10800
District 13,Instrument 5,52872
District 20,Instrument 2,3000
District 20,Instrument 3,1200
District 34,Instrument 2,3608
District 34,Instrument 3,1527
District 34,Instrument 4,120
District 41,Instrument 2,8670
District 41,Instrument 3,3180
District 13,Instrument 3,720
District 20,Instrument 2,8677
District 20,Instrument 3,8771
District 28,Instrument 2,11820
District 28,Instrument 3,6240
District 34,Instrument 2,720
District 34,Instrument 3,480
District 41,Instrument 2,840
District 41,Instrument 3,1764
District 48,Instrument 2,2400
District 13,Instrument 2,51612
District 13,Instrument 3,9044
District 13,Instrument 5,11160
District 28,Instrument 2,22560
District 28,Instrument 3,16920
District 28,Instrument 5,16000
District 28,Instrument 7,111074
District 13,Instrument 2,9160455
District 13,Instrument 3,4488178
District 13,Instrument 4,1685700
District 13,Instrument 5,525211
District 13,Instrument 8,6109492
District 17,Instrument 2,1065543
District 17,Instrument 3,15829
District 17,Instrument 4,587
District 18,Instrument 2,229500
District 18,Instrument 3,27000
District 18,Instrument 4,45000
District 20,Instrument 2,718202
District 20,Instrument 3,176341
District 20,Instrument 7,234
District 20,Instrument 8,150
District 34,Instrument 2,30420
District 34,Instrument 3,15108
District 34,Instrument 4,144
District 34,Instrument 5,9600
District 34,Instrument 7,6720
District 39,Instrument 2,122566
District 39,Instrument 4,1010
District 39,Instrument 7,318228
District 41,Instrument 2,36582
District 41,Instrument 3,24876
District 13,Instrument 3,3642
District 17,Instrument 2,1094
District 28,Instrument 2,41118
District 28,Instrument 3,8100
District 28,Instrument 7,211209
District 32,Instrument 5,900
District 34,Instrument 2,21612
District 34,Instrument 3,750
District 41,Instrument 2,27208
District 41,Instrument 3,14985
District 13,Instrument 2,406495
District 13,Instrument 3,43069
District 20,Instrument 2,8820
District 20,Instrument 3,7920
District 41,Instrument 2,2400
District 41,Instrument 3,19500
District 41,Instrument 5,174048
District 13,Instrument 2,63522
District 13,Instrument 3,64203
District 13,Instrument 2,285750
District 13,Instrument 3,69999
District 20,Instrument 3,1800
District 13,Instrument 2,12810
District 13,Instrument 3,47508
District 13,Instrument 4,2268
District 13,Instrument 5,104724
District 20,Instrument 3,276
District 28,Instrument 2,10614
District 28,Instrument 3,11262
District 15,Instrument 2,5652
District 20,Instrument 2,260
District 34,Instrument 3,108
District 34,Instrument 4,234
District 34,Instrument 2,75240
District 34,Instrument 3,12552
District 34,Instrument 4,5940
District 34,Instrument 7,10200
District 13,Instrument 2,14922
District 13,Instrument 5,192663
District 20,Instrument 2,4821
District 20,Instrument 3,28679
District 13,Instrument 2,437213
District 13,Instrument 3,43582
District 13,Instrument 5,254966
District 13,Instrument 5,744
District 13,Instrument 2,20325
District 29,Instrument 2,84001
District 13,Instrument 2,3996
District 13,Instrument 3,4133
District 20,Instrument 2,3284
District 20,Instrument 3,6078
District 34,Instrument 2,6212
District 34,Instrument 3,2862
District 34,Instrument 4,132
District 29,Instrument 4,37911
District 13,Instrument 2,9852
District 13,Instrument 5,162
District 15,Instrument 2,14664
District 17,Instrument 2,6180
District 17,Instrument 3,989
District 20,Instrument 2,41054
District 20,Instrument 3,4587
District 20,Instrument 7,41186
District 28,Instrument 7,659
District 32,Instrument 5,3000
District 34,Instrument 2,2430
District 34,Instrument 3,486
District 41,Instrument 2,960
District 41,Instrument 3,840
District 8,Instrument 2,4200
District 27,Instrument 2,66000
District 39,Instrument 2,147954
District 39,Instrument 4,1473
District 39,Instrument 7,1392974
District 28,Instrument 2,105900
District 28,Instrument 3,420
District 28,Instrument 5,2930
District 34,Instrument 2,15769
District 34,Instrument 3,6851
District 34,Instrument 5,138
District 34,Instrument 7,3456
District 34,Instrument 8,252
District 20,Instrument 2,23400
District 20,Instrument 3,14340
District 13,Instrument 2,220407
District 13,Instrument 3,210353
District 13,Instrument 4,62340
District 13,Instrument 5,196960
District 15,Instrument 2,41040
District 15,Instrument 3,4800
District 20,Instrument 2,86454
District 20,Instrument 3,51270
District 13,Instrument 2,78158
District 13,Instrument 3,7245
District 18,Instrument 2,552356
District 18,Instrument 5,2359
District 18,Instrument 7,1970973
District 28,Instrument 2,29700
District 28,Instrument 4,5760
District 34,Instrument 2,14412
District 34,Instrument 3,6312
District 18,Instrument 2,48743
District 18,Instrument 3,17272
District 12,Instrument 2,42182
District 12,Instrument 3,5304
District 13,Instrument 2,7560
District 13,Instrument 5,7525
District 20,Instrument 2,5352
District 20,Instrument 3,2760
District 28,Instrument 2,119988
District 28,Instrument 3,54593
District 34,Instrument 2,720
District 41,Instrument 2,7923
District 41,Instrument 3,8028
District 48,Instrument 2,21000
District 13,Instrument 2,239867
District 13,Instrument 3,21159
District 13,Instrument 5,30000
District 20,Instrument 2,81066
District 20,Instrument 3,76524
District 20,Instrument 8,423
District 28,Instrument 2,153843
District 28,Instrument 3,33660
District 28,Instrument 4,15534
District 34,Instrument 2,312
District 34,Instrument 3,1616
District 4,Instrument 2,87780
District 8,Instrument 2,15600
District 39,Instrument 2,181
District 39,Instrument 4,11172
District 39,Instrument 7,10958
District 13,Instrument 2,71826
District 13,Instrument 3,128292
District 13,Instrument 5,376500
District 15,Instrument 2,3870
District 15,Instrument 3,1110
District 18,Instrument 2,4742
District 18,Instrument 3,21430
District 18,Instrument 7,15141
District 20,Instrument 2,321964
District 20,Instrument 3,354294
District 32,Instrument 2,116688
District 32,Instrument 3,4560
District 32,Instrument 5,35424
District 34,Instrument 2,51390
District 34,Instrument 3,11865
District 34,Instrument 4,4200
District 34,Instrument 8,4200
District 39,Instrument 2,1933937
District 41,Instrument 2,27818
District 41,Instrument 3,26418
District 8,Instrument 2,12714
District 12,Instrument 2,25030
District 12,Instrument 3,14356
District 13,Instrument 2,3150
District 2,Instrument 2,18564
District 32,Instrument 3,7200
District 12,Instrument 2,107367
District 12,Instrument 3,76576
District 13,Instrument 3,1704
District 17,Instrument 2,7779
District 17,Instrument 3,349
District 17,Instrument 4,3499
District 20,Instrument 2,4646
District 20,Instrument 3,12600
District 32,Instrument 2,72576
District 32,Instrument 3,6534
District 41,Instrument 2,99705
District 41,Instrument 3,168757
District 8,Instrument 2,2276
District 13,Instrument 5,50200
District 20,Instrument 2,804
District 20,Instrument 3,4754
District 20,Instrument 7,468
District 34,Instrument 2,7188
District 34,Instrument 3,3480
District 34,Instrument 5,2400
District 34,Instrument 7,1200
District 13,Instrument 2,6246
District 13,Instrument 3,4476
District 13,Instrument 4,9387
District 13,Instrument 5,37184
District 15,Instrument 3,9360
District 2,Instrument 2,274
District 20,Instrument 2,57000
District 20,Instrument 3,40680
District 28,Instrument 2,138972
District 28,Instrument 3,49339
District 28,Instrument 5,267561
District 32,Instrument 2,34200
District 32,Instrument 3,6720
District 32,Instrument 5,3600
District 34,Instrument 2,7536
District 34,Instrument 3,11516
District 41,Instrument 3,3660
District 44,Instrument 2,80303
District 44,Instrument 3,22575
District 48,Instrument 2,9648
District 8,Instrument 2,28006
District 13,Instrument 2,3060
District 13,Instrument 3,2100
District 12,Instrument 2,39134
District 13,Instrument 2,3216
District 20,Instrument 3,730
District 28,Instrument 2,5490
District 20,Instrument 2,4974
District 20,Instrument 3,5104
District 20,Instrument 7,234
District 15,Instrument 2,10176
District 20,Instrument 3,552
District 13,Instrument 2,361254
District 13,Instrument 5,10506
District 20,Instrument 2,3214
District 20,Instrument 3,1655
District 20,Instrument 7,468
District 34,Instrument 2,33756
District 34,Instrument 3,9516
District 34,Instrument 5,1806
District 34,Instrument 7,336
District 34,Instrument 2,810
District 34,Instrument 3,568
District 17,Instrument 2,32192
District 20,Instrument 2,2009
District 20,Instrument 3,6618
District 13,Instrument 2,768
District 13,Instrument 3,492
District 28,Instrument 2,109920
District 28,Instrument 5,12197
District 13,Instrument 2,52098
District 13,Instrument 3,6276
District 13,Instrument 5,15060
District 20,Instrument 2,4678
District 20,Instrument 3,10261
District 20,Instrument 2,12552
District 20,Instrument 3,6576
District 20,Instrument 7,234
District 13,Instrument 2,19636
District 13,Instrument 3,8482
District 20,Instrument 3,16363
District 13,Instrument 2,80070
District 13,Instrument 3,564
District 13,Instrument 2,17712
District 13,Instrument 3,12960
District 13,Instrument 2,18282
District 17,Instrument 2,6844
District 17,Instrument 3,2057
District 20,Instrument 2,8100
District 20,Instrument 3,540
District 20,Instrument 2,7634
District 20,Instrument 3,3354
District 20,Instrument 7,468
District 34,Instrument 2,624
District 34,Instrument 3,192
District 13,Instrument 2,35820
District 20,Instrument 2,8316
District 20,Instrument 3,6276
District 29,Instrument 2,15840
District 29,Instrument 3,20640
District 29,Instrument 5,11400
District 39,Instrument 2,32105
District 39,Instrument 4,32179
District 48,Instrument 7,66000
District 13,Instrument 2,14568
District 15,Instrument 2,110820
District 20,Instrument 2,13164
District 20,Instrument 3,27093
District 48,Instrument 2,17999
District 48,Instrument 3,23599
District 13,Instrument 2,309434
District 13,Instrument 3,607020
District 13,Instrument 4,4770
District 13,Instrument 5,417553
District 15,Instrument 2,29334
District 15,Instrument 3,7680
District 2,Instrument 3,189
District 20,Instrument 2,5625
District 20,Instrument 3,3585
District 28,Instrument 2,1866
District 48,Instrument 7,192852
District 13,Instrument 2,225210
District 13,Instrument 3,1824
District 20,Instrument 2,3214
District 20,Instrument 3,552
District 20,Instrument 2,5670
District 20,Instrument 7,15250
District 34,Instrument 2,4824
District 34,Instrument 3,300
District 39,Instrument 7,11245
District 13,Instrument 5,7530
District 39,Instrument 2,9710
District 39,Instrument 7,168990
District 13,Instrument 2,331
District 13,Instrument 3,35352
District 15,Instrument 2,9480
District 15,Instrument 3,7986
District 15,Instrument 5,3000
District 15,Instrument 7,3600
District 41,Instrument 2,1152
District 41,Instrument 3,57180
District 41,Instrument 5,1500
District 13,Instrument 2,4734
District 20,Instrument 2,30000
District 20,Instrument 3,6000
District 41,Instrument 2,5682
District 41,Instrument 3,5262
District 13,Instrument 2,2880
District 13,Instrument 3,749
District 41,Instrument 2,158400
District 41,Instrument 3,38700
District 13,Instrument 2,4380
District 20,Instrument 2,2711
District 20,Instrument 2,47850
District 20,Instrument 3,9990
District 18,Instrument 2,79650
District 18,Instrument 3,19440
District 18,Instrument 7,6000
District 25,Instrument 2,27000
District 41,Instrument 2,1260
District 41,Instrument 3,1170
District 46,Instrument 2,71868
District 13,Instrument 2,402
District 41,Instrument 2,2401320
District 41,Instrument 3,1054200
District 41,Instrument 5,1430016
District 32,Instrument 2,276300
District 32,Instrument 3,40788
District 18,Instrument 2,33416
District 18,Instrument 5,31671
District 18,Instrument 7,186603
District 20,Instrument 3,552
District 13,Instrument 4,16056
District 18,Instrument 3,3199
District 20,Instrument 2,4018
District 20,Instrument 3,827
District 10,Instrument 7,231466
District 12,Instrument 3,42504
District 13,Instrument 3,25350
District 18,Instrument 2,8636
District 20,Instrument 2,115446
District 20,Instrument 3,20790
District 39,Instrument 2,368694
District 39,Instrument 4,181304
District 39,Instrument 7,1875228
District 41,Instrument 3,19800
District 8,Instrument 2,9000
District 13,Instrument 2,3012
District 13,Instrument 3,7056
District 20,Instrument 2,402
District 41,Instrument 2,3192
District 41,Instrument 3,2328
District 13,Instrument 3,7320
District 39,Instrument 2,1584
District 39,Instrument 7,29780
District 13,Instrument 2,66390
District 13,Instrument 3,18360
District 13,Instrument 5,67770
District 12,Instrument 2,168000
District 12,Instrument 3,29952
District 13,Instrument 2,3053147
District 13,Instrument 3,556752
District 13,Instrument 4,1783800
District 15,Instrument 2,9204
District 17,Instrument 2,20434
